leaguename;matchdate;matchday;hometeam;awayteam;homescore;awayscore;attendance
"Allsvenskan 2013";2013-03-31;1;"Helsingborgs IF";"Djurgårdens IF";3;0;11201
"Allsvenskan 2013";2013-03-31;1;"Syrianska FC";"Kalmar FF";0;3;3852
"Allsvenskan 2013";2013-04-01;1;"Mjällby AIF";"IFK Norrköping";1;2;3015
"Allsvenskan 2013";2013-04-01;1;"Malmö FF";"Halmstads BK";1;1;19577
"Allsvenskan 2013";2013-04-01;1;"Gefle IF";"Åtvidabergs FF";1;0;3544
"Allsvenskan 2013";2013-04-01;1;"IF Brommapojkarna";"Östers IF";2;2;1713
"Allsvenskan 2013";2013-04-01;1;"IF Elfsborg";AIK;2;2;15861
"Allsvenskan 2013";2013-03-31;1;"BK Häcken";"IFK Göteborg";0;3;15593
"Allsvenskan 2013";2013-04-05;2;"Åtvidabergs FF";"Malmö FF";1;3;3501
"Allsvenskan 2013";2013-04-07;2;AIK;"Syrianska FC";0;0;43463
"Allsvenskan 2013";2013-04-07;2;"IFK Göteborg";"IF Brommapojkarna";2;0;11782
"Allsvenskan 2013";2013-04-07;2;"Kalmar FF";"BK Häcken";0;0;4248
"Allsvenskan 2013";2013-04-07;2;"Halmstads BK";"IF Elfsborg";1;1;7659
"Allsvenskan 2013";2013-04-08;2;"IFK Norrköping";"Gefle IF";2;1;4855
"Allsvenskan 2013";2013-04-08;2;"Djurgårdens IF";"Mjällby AIF";0;3;10087
"Allsvenskan 2013";2013-04-08;2;"Östers IF";"Helsingborgs IF";1;1;7107
"Allsvenskan 2013";2013-04-12;3;"IF Brommapojkarna";"IFK Norrköping";1;0;1698
"Allsvenskan 2013";2013-04-13;3;"Syrianska FC";"Östers IF";0;1;2158
"Allsvenskan 2013";2013-04-14;3;"Malmö FF";"Kalmar FF";1;0;12736
"Allsvenskan 2013";2013-04-14;3;"Åtvidabergs FF";AIK;1;0;4941
"Allsvenskan 2013";2013-04-14;3;"BK Häcken";"Djurgårdens IF";4;0;3064
"Allsvenskan 2013";2013-04-14;3;"Gefle IF";"Halmstads BK";2;0;2666
"Allsvenskan 2013";2013-04-15;3;"Helsingborgs IF";"Mjällby AIF";1;2;6844
"Allsvenskan 2013";2013-04-15;3;"IF Elfsborg";"IFK Göteborg";0;0;15995
"Allsvenskan 2013";2013-04-17;4;"Östers IF";"BK Häcken";2;0;3903
"Allsvenskan 2013";2013-04-17;4;"Halmstads BK";"Åtvidabergs FF";0;0;3846
"Allsvenskan 2013";2013-04-17;4;AIK;"Malmö FF";0;1;19641
"Allsvenskan 2013";2013-04-18;4;"Djurgårdens IF";"IF Brommapojkarna";1;1;6798
"Allsvenskan 2013";2013-04-18;4;"Kalmar FF";"IF Elfsborg";1;1;5207
"Allsvenskan 2013";2013-04-18;4;"Mjällby AIF";"Gefle IF";1;0;2412
"Allsvenskan 2013";2013-04-18;4;"IFK Göteborg";"Syrianska FC";2;0;7677
"Allsvenskan 2013";2013-04-18;4;"IFK Norrköping";"Helsingborgs IF";1;4;5223
"Allsvenskan 2013";2013-04-21;5;"Åtvidabergs FF";"IFK Göteborg";1;2;5105
"Allsvenskan 2013";2013-04-21;5;"Halmstads BK";"Kalmar FF";1;2;4011
"Allsvenskan 2013";2013-04-21;5;"BK Häcken";"Mjällby AIF";2;0;2440
"Allsvenskan 2013";2013-04-21;5;"IF Brommapojkarna";"Helsingborgs IF";0;2;2083
"Allsvenskan 2013";2013-04-22;5;"Syrianska FC";"IFK Norrköping";3;1;2561
"Allsvenskan 2013";2013-04-22;5;"Malmö FF";"Östers IF";2;0;12216
"Allsvenskan 2013";2013-04-22;5;"Gefle IF";AIK;1;2;4589
"Allsvenskan 2013";2013-04-22;5;"IF Elfsborg";"Djurgårdens IF";2;0;9476
"Allsvenskan 2013";2013-04-25;6;"IFK Göteborg";"Malmö FF";1;1;17063
"Allsvenskan 2013";2013-04-26;6;"IFK Norrköping";"BK Häcken";4;2;3884
"Allsvenskan 2013";2013-04-27;6;"Djurgårdens IF";"Syrianska FC";0;1;7383
"Allsvenskan 2013";2013-04-27;6;"Kalmar FF";"Åtvidabergs FF";0;0;5289
"Allsvenskan 2013";2013-04-27;6;"Helsingborgs IF";"Gefle IF";5;1;10010
"Allsvenskan 2013";2013-04-28;6;AIK;"Halmstads BK";3;3;16711
"Allsvenskan 2013";2013-04-28;6;"Mjällby AIF";"IF Brommapojkarna";4;2;2468
"Allsvenskan 2013";2013-04-28;6;"Östers IF";"IF Elfsborg";1;3;6129
"Allsvenskan 2013";2013-05-03;7;"Malmö FF";"IFK Norrköping";1;1;13155
"Allsvenskan 2013";2013-05-04;7;"Åtvidabergs FF";"Djurgårdens IF";5;1;6152
"Allsvenskan 2013";2013-05-05;7;"Halmstads BK";"Östers IF";1;0;4494
