leaguename,matchdate,matchday,hometeam,awayteam,homescore,awayscore,attendance
"Allsvenskan 1985",1985-05-27,7,"Örgryte IS","Kalmar FF",2,2,3149
"Allsvenskan 1985",1985-05-27,7,"Malmö FF","IFK Norrköping",2,1,8651
"Allsvenskan 1985",1985-05-27,7,"Hammarby IF","Mjällby AIF",2,2,6302
"Allsvenskan 1985",1985-05-27,7,"Halmstads BK","Trelleborgs FF",2,0,3920
"Allsvenskan 1985",1985-05-27,7,"IK Brage",AIK,1,1,6011
"Allsvenskan 1985",1985-05-19,6,"Östers IF","IFK Norrköping",2,2,4619
"Allsvenskan 1985",1985-05-19,6,"Trelleborgs FF",AIK,0,1,3931
"Allsvenskan 1985",1985-05-19,6,"Hammarby IF","Örgryte IS",2,1,3712
"Allsvenskan 1985",1985-05-19,6,"Halmstads BK","Kalmar FF",1,1,4383
"Allsvenskan 1985",1985-05-19,6,"IFK Göteborg","Mjällby AIF",0,0,3885
"Allsvenskan 1985",1985-05-19,6,"IK Brage","Malmö FF",1,1,3961
"Allsvenskan 1985",1985-05-12,5,"Örgryte IS","IK Brage",2,1,2873
"Allsvenskan 1985",1985-05-12,5,"IFK Norrköping","Hammarby IF",1,1,6179
"Allsvenskan 1985",1985-05-12,5,"Malmö FF","IFK Göteborg",2,1,16200
"Allsvenskan 1985",1985-05-12,5,"Kalmar FF","Östers IF",0,1,5874
"Allsvenskan 1985",1985-05-12,5,AIK,"Halmstads BK",0,1,4502
"Allsvenskan 1985",1985-05-11,5,"Mjällby AIF","Trelleborgs FF",1,1,1138
"Allsvenskan 1985",1985-05-09,4,"IFK Göteborg","Örgryte IS",0,0,24618
"Allsvenskan 1985",1985-05-05,4,"Östers IF","Malmö FF",1,4,6258
"Allsvenskan 1985",1985-05-05,4,"Trelleborgs FF","IK Brage",0,1,4232
"Allsvenskan 1985",1985-05-05,4,"Mjällby AIF","IFK Norrköping",0,1,2770
"Allsvenskan 1985",1985-05-05,4,AIK,"Kalmar FF",1,1,4567
"Allsvenskan 1985",1985-05-04,4,"Halmstads BK","Hammarby IF",2,1,3131
"Allsvenskan 1985",1985-04-28,3,"Örgryte IS","Trelleborgs FF",0,0,2834
"Allsvenskan 1985",1985-04-28,3,"IFK Norrköping","IFK Göteborg",0,2,4343
"Allsvenskan 1985",1985-04-28,3,"Malmö FF",AIK,0,1,5404
"Allsvenskan 1985",1985-04-28,3,"Kalmar FF","Mjällby AIF",5,0,1468
"Allsvenskan 1985",1985-04-28,3,"Hammarby IF","Östers IF",0,2,6190
"Allsvenskan 1985",1985-04-28,3,"IK Brage","Halmstads BK",0,2,3235
"Allsvenskan 1985",1985-04-21,2,"Trelleborgs FF","Östers IF",0,0,5716
"Allsvenskan 1985",1985-04-21,2,"Mjällby AIF","IK Brage",1,1,3265
"Allsvenskan 1985",1985-04-21,2,"Kalmar FF","IFK Norrköping",0,0,3171
"Allsvenskan 1985",1985-04-21,2,"Halmstads BK","Malmö FF",0,0,4144
"Allsvenskan 1985",1985-04-21,2,"IFK Göteborg","Hammarby IF",1,0,8926
"Allsvenskan 1985",1985-04-20,2,AIK,"Örgryte IS",0,1,12300
"Allsvenskan 1985",1985-05-08,1,"IFK Norrköping",AIK,1,0,4368
"Allsvenskan 1985",1985-05-08,1,"Hammarby IF","Trelleborgs FF",2,1,5351
"Allsvenskan 1985",1985-04-14,1,"IK Brage","IFK Göteborg",0,0,5572
"Allsvenskan 1985",1985-04-14,1,"Malmö FF","Kalmar FF",0,0,6778
"Allsvenskan 1985",1985-04-14,1,"Örgryte IS","Mjällby AIF",1,1,3568
"Allsvenskan 1985",1985-04-14,1,"Östers IF","Halmstads BK",2,1,3684
"Allsvenskan 1985",1985-08-11,15,"Östers IF","Örgryte IS",1,0,3441
"Allsvenskan 1985",1985-08-11,15,"Trelleborgs FF","Kalmar FF",4,0,2998
"Allsvenskan 1985",1985-08-11,15,"Mjällby AIF","Malmö FF",1,1,7402
"Allsvenskan 1985",1985-08-11,15,"Hammarby IF","IK Brage",3,1,3849
"Allsvenskan 1985",1985-08-11,15,"Halmstads BK","IFK Norrköping",1,2,4419
"Allsvenskan 1985",1985-08-11,15,"IFK Göteborg",AIK,4,0,9337
"Allsvenskan 1985",1985-08-04,14,"IFK Norrköping","Östers IF",1,4,4216
"Allsvenskan 1985",1985-08-04,14,"Kalmar FF","Halmstads BK",4,1,3345
"Allsvenskan 1985",1985-07-31,14,"Örgryte IS","Hammarby IF",2,2,6336
"Allsvenskan 1985",1985-07-31,14,"Mjällby AIF","IFK Göteborg",2,0,6602
"Allsvenskan 1985",1985-07-31,14,"Malmö FF","IK Brage",1,0,5707
"Allsvenskan 1985",1985-07-31,14,AIK,"Trelleborgs FF",3,1,3502
"Allsvenskan 1985",1985-07-07,13,"Östers IF","Kalmar FF",1,2,4324
"Allsvenskan 1985",1985-07-07,13,"Trelleborgs FF","Mjällby AIF",0,1,4700
"Allsvenskan 1985",1985-07-07,13,"IK Brage","Örgryte IS",1,1,3329
"Allsvenskan 1985",1985-07-03,13,"Hammarby IF","IFK Norrköping",2,1,4358
"Allsvenskan 1985",1985-07-03,13,"Halmstads BK",AIK,1,1,4926
"Allsvenskan 1985",1985-07-03,13,"IFK Göteborg","Malmö FF",0,1,16157
"Allsvenskan 1985",1985-06-30,12,"IFK Norrköping","IK Brage",1,0,3385
"Allsvenskan 1985",1985-06-30,12,"Halmstads BK","Mjällby AIF",2,2,3895
"Allsvenskan 1985",1985-06-27,12,AIK,"Östers IF",1,0,5141
"Allsvenskan 1985",1985-06-26,12,"Malmö FF","Örgryte IS",3,0,9035
"Allsvenskan 1985",1985-06-26,12,"Kalmar FF","Hammarby IF",3,1,2902
"Allsvenskan 1985",1985-06-26,12,"IFK Göteborg","Trelleborgs FF",2,2,5568
"Allsvenskan 1985",1985-06-23,11,"Östers IF",AIK,1,6,3713
"Allsvenskan 1985",1985-06-23,11,"Örgryte IS","Malmö FF",1,1,10720
"Allsvenskan 1985",1985-06-23,11,"Trelleborgs FF","IFK Göteborg",1,2,6180
"Allsvenskan 1985",1985-06-23,11,"Mjällby AIF","Halmstads BK",0,1,3322
"Allsvenskan 1985",1985-06-23,11,"Hammarby IF","Kalmar FF",0,1,3089
"Allsvenskan 1985",1985-06-23,11,"IK Brage","IFK Norrköping",1,1,3535
"Allsvenskan 1985",1985-06-13,10,"Örgryte IS","Östers IF",2,0,4220
"Allsvenskan 1985",1985-06-13,10,"IFK Norrköping","Halmstads BK",0,1,2473
"Allsvenskan 1985",1985-06-13,10,"Malmö FF","Mjällby AIF",2,0,4865
"Allsvenskan 1985",1985-06-13,10,"Kalmar FF","Trelleborgs FF",3,1,2087
"Allsvenskan 1985",1985-06-13,10,"IK Brage","Hammarby IF",3,2,3030
"Allsvenskan 1985",1985-06-13,10,AIK,"IFK Göteborg",1,1,6488
"Allsvenskan 1985",1985-06-16,9,"IFK Göteborg","Kalmar FF",6,2,5600
"Allsvenskan 1985",1985-06-09,9,"Östers IF","IK Brage",3,1,2894
"Allsvenskan 1985",1985-06-09,9,"Trelleborgs FF","IFK Norrköping",2,0,2160
"Allsvenskan 1985",1985-06-09,9,"Mjällby AIF",AIK,0,2,2626
"Allsvenskan 1985",1985-06-09,9,"Hammarby IF","Malmö FF",0,2,3423
"Allsvenskan 1985",1985-06-09,9,"Halmstads BK","Örgryte IS",1,6,2610
"Allsvenskan 1985",1985-05-30,8,"Trelleborgs FF","Malmö FF",1,2,7395
"Allsvenskan 1985",1985-05-30,8,"IFK Norrköping","Örgryte IS",0,2,3773
"Allsvenskan 1985",1985-05-30,8,"Mjällby AIF","Östers IF",1,2,3901
