leaguename,matchdate,matchday,hometeam,awayteam,homescore,awayscore,attendance
"Allsvenskan 1974",1974-04-13,1,"Djurgårdens IF","Örebro SK",1,1,4866
"Allsvenskan 1974",1974-04-13,1,"IF Elfsborg","Åtvidabergs FF",0,1,7118
"Allsvenskan 1974",1974-04-13,1,GAIS,AIK,0,1,6017
"Allsvenskan 1974",1974-04-13,1,"Halmstads BK","Brynäs IF",2,1,6772
"Allsvenskan 1974",1974-04-13,1,"Malmö FF","Hammarby IF",1,0,7692
"Allsvenskan 1974",1974-04-13,1,"IFK Norrköping","IK Sirius",2,1,5626
"Allsvenskan 1974",1974-04-13,1,"Östers IF","Landskrona BoIS",0,0,7095
"Allsvenskan 1974",1974-04-21,2,AIK,"Östers IF",2,1,7602
"Allsvenskan 1974",1974-04-21,2,"Brynäs IF","IFK Norrköping",4,0,6332
"Allsvenskan 1974",1974-04-21,2,"Hammarby IF","IF Elfsborg",4,2,6084
"Allsvenskan 1974",1974-04-21,2,"Landskrona BoIS","Halmstads BK",2,3,6103
"Allsvenskan 1974",1974-04-21,2,"IK Sirius","Djurgårdens IF",1,3,6250
"Allsvenskan 1974",1974-04-21,2,"Åtvidabergs FF",GAIS,5,1,4020
"Allsvenskan 1974",1974-04-21,2,"Örebro SK","Malmö FF",0,0,5279
"Allsvenskan 1974",1974-04-27,3,"Djurgårdens IF","Malmö FF",0,2,9066
"Allsvenskan 1974",1974-04-28,3,AIK,"Brynäs IF",2,2,9585
"Allsvenskan 1974",1974-04-28,3,GAIS,"IK Sirius",3,1,5396
"Allsvenskan 1974",1974-04-28,3,"Halmstads BK","Hammarby IF",1,0,8883
"Allsvenskan 1974",1974-04-28,3,"Landskrona BoIS","Åtvidabergs FF",2,3,5253
"Allsvenskan 1974",1974-04-28,3,"IFK Norrköping","IF Elfsborg",0,3,4710
"Allsvenskan 1974",1974-04-28,3,"Östers IF","Örebro SK",1,1,4677
"Allsvenskan 1974",1974-05-05,4,"Brynäs IF","Landskrona BoIS",0,2,5649
"Allsvenskan 1974",1974-05-05,4,"IF Elfsborg","Halmstads BK",4,1,11100
"Allsvenskan 1974",1974-05-05,4,"Hammarby IF","Östers IF",1,1,8149
"Allsvenskan 1974",1974-05-05,4,"Malmö FF","IFK Norrköping",2,0,7592
