leaguename,matchdate,matchday,hometeam,awayteam,homescore,awayscore,attendance
"Allsvenskan 1970",1970-04-12,1,AIK,"Hammarby IF",1,1,12182
"Allsvenskan 1970",1970-04-12,1,"Örgryte IS","Djurgårdens IF",1,1,9750
"Allsvenskan 1970",1970-04-12,1,"Östers IF","Örebro SK",0,2,7178
"Allsvenskan 1970",1970-04-14,1,GAIS,"IFK Norrköping",3,2,9314
"Allsvenskan 1970",1970-07-02,1,"IF Elfsborg","Malmö FF",4,0,6323
"Allsvenskan 1970",1970-08-02,1,"Åtvidabergs FF","IFK Göteborg",5,2,3924
"Allsvenskan 1970",1970-04-16,2,"Hammarby IF","Örgryte IS",1,1,5040
"Allsvenskan 1970",1970-04-19,2,"Djurgårdens IF","IF Elfsborg",2,1,5033
"Allsvenskan 1970",1970-04-19,2,"IFK Göteborg",AIK,0,2,13774
"Allsvenskan 1970",1970-04-19,2,"Malmö FF",GAIS,1,1,10625
"Allsvenskan 1970",1970-04-19,2,"IFK Norrköping","Östers IF",0,1,7278
"Allsvenskan 1970",1970-04-19,2,"Örebro SK","Åtvidabergs FF",0,1,5631
"Allsvenskan 1970",1970-04-23,3,"Hammarby IF","Djurgårdens IF",0,2,11194
"Allsvenskan 1970",1970-04-23,3,"Örgryte IS","IFK Göteborg",2,1,15205
"Allsvenskan 1970",1970-04-24,3,"Östers IF","Malmö FF",0,0,9808
"Allsvenskan 1970",1970-04-25,3,AIK,"Örebro SK",0,2,9027
"Allsvenskan 1970",1970-04-25,3,GAIS,"IF Elfsborg",1,1,10831
"Allsvenskan 1970",1970-04-25,3,"Åtvidabergs FF","IFK Norrköping",0,2,6802
"Allsvenskan 1970",1970-04-28,4,"Djurgårdens IF",GAIS,2,3,5724
"Allsvenskan 1970",1970-04-28,4,"IF Elfsborg","Östers IF",2,2,7078
"Allsvenskan 1970",1970-04-28,4,"IFK Göteborg","Hammarby IF",5,1,7853
"Allsvenskan 1970",1970-04-28,4,"Malmö FF","Åtvidabergs FF",3,1,9973
"Allsvenskan 1970",1970-04-28,4,"IFK Norrköping",AIK,1,2,7315
"Allsvenskan 1970",1970-04-28,4,"Örebro SK","Örgryte IS",3,1,5713
"Allsvenskan 1970",1970-05-03,5,"IFK Göteborg","Malmö FF",1,2,17875
"Allsvenskan 1970",1970-05-03,5,"Hammarby IF","IF Elfsborg",0,2,6330
"Allsvenskan 1970",1970-05-03,5,"Åtvidabergs FF","Djurgårdens IF",3,1,4689
"Allsvenskan 1970",1970-05-03,5,"Örebro SK","IFK Norrköping",0,1,8479
"Allsvenskan 1970",1970-05-04,5,AIK,"Östers IF",0,0,8478
"Allsvenskan 1970",1970-05-04,5,"Örgryte IS",GAIS,0,0,16301
"Allsvenskan 1970",1970-05-07,6,"Djurgårdens IF","Örebro SK",2,1,5802
"Allsvenskan 1970",1970-05-07,6,"IF Elfsborg","Örgryte IS",0,0,10072
"Allsvenskan 1970",1970-05-07,6,GAIS,AIK,0,0,7543
"Allsvenskan 1970",1970-05-07,6,"Malmö FF","Hammarby IF",2,0,11523
"Allsvenskan 1970",1970-05-07,6,"IFK Norrköping","IFK Göteborg",1,1,6560
"Allsvenskan 1970",1970-05-07,6,"Östers IF","Åtvidabergs FF",2,3,13244
"Allsvenskan 1970",1970-05-09,7,"IFK Göteborg","IF Elfsborg",1,3,8330
"Allsvenskan 1970",1970-05-10,7,AIK,"Åtvidabergs FF",0,0,8271
"Allsvenskan 1970",1970-05-10,7,"Hammarby IF",GAIS,2,0,4356
"Allsvenskan 1970",1970-05-10,7,"IFK Norrköping","Djurgårdens IF",0,0,7901
"Allsvenskan 1970",1970-05-10,7,"Örebro SK","Malmö FF",1,1,6034
"Allsvenskan 1970",1970-05-10,7,"Örgryte IS","Östers IF",2,3,7426
"Allsvenskan 1970",1970-05-13,8,"Djurgårdens IF",AIK,4,1,25032
"Allsvenskan 1970",1970-05-13,8,"IF Elfsborg","Örebro SK",1,0,6106
"Allsvenskan 1970",1970-05-13,8,GAIS,"IFK Göteborg",4,1,16934
"Allsvenskan 1970",1970-05-13,8,"Malmö FF","IFK Norrköping",1,0,12596
"Allsvenskan 1970",1970-05-13,8,"Åtvidabergs FF","Örgryte IS",5,1,4314
"Allsvenskan 1970",1970-05-13,8,"Östers IF","Hammarby IF",1,0,5263
"Allsvenskan 1970",1970-08-04,9,AIK,"IF Elfsborg",3,0,6524
"Allsvenskan 1970",1970-08-05,9,"Örgryte IS","Malmö FF",2,0,6435
"Allsvenskan 1970",1970-08-06,9,"IFK Göteborg","Örebro SK",2,0,6500
"Allsvenskan 1970",1970-08-06,9,"Hammarby IF","IFK Norrköping",2,1,7312
"Allsvenskan 1970",1970-08-06,9,"Åtvidabergs FF",GAIS,4,1,5122
