leaguename;matchdate;matchday;hometeam;awayteam;homescore;awayscore;attendance
"Allsvenskan 1998";1998-04-04;1;"Hammarby IF";"Örebro SK";3;1;9571
"Allsvenskan 1998";1998-04-05;1;"Trelleborgs FF";"Halmstads BK";1;3;3127
"Allsvenskan 1998";1998-04-06;1;"Helsingborgs IF";"BK Häcken";0;0;8548
"Allsvenskan 1998";1998-04-13;2;AIK;"Trelleborgs FF";1;1;5870
"Allsvenskan 1998";1998-04-13;2;"Halmstads BK";"Östers IF";1;2;5941
"Allsvenskan 1998";1998-04-13;2;"BK Häcken";"Örgryte IS";0;2;2300
"Allsvenskan 1998";1998-04-13;2;"IF Elfsborg";"Helsingborgs IF";0;1;5252
"Allsvenskan 1998";1998-04-13;2;"Örebro SK";"IFK Norrköping";1;3;4443
"Allsvenskan 1998";1998-04-13;2;"Malmö FF";"Hammarby IF";2;2;8646
"Allsvenskan 1998";1998-04-14;2;"IFK Göteborg";"Västra Frölunda IF";1;2;6014
"Allsvenskan 1998";1998-04-18;3;AIK;"Halmstads BK";1;0;11081
"Allsvenskan 1998";1998-04-18;3;"Västra Frölunda IF";"Östers IF";3;0;1622
"Allsvenskan 1998";1998-04-19;3;"Hammarby IF";"IFK Göteborg";1;1;9684
"Allsvenskan 1998";1998-04-19;3;"Helsingborgs IF";"Örebro SK";0;0;7370
"Allsvenskan 1998";1998-04-19;3;"IFK Norrköping";"Malmö FF";2;1;3537
"Allsvenskan 1998";1998-04-19;3;"Trelleborgs FF";"BK Häcken";0;1;2044
"Allsvenskan 1998";1998-04-19;3;"Örgryte IS";"IF Elfsborg";2;2;2803
"Allsvenskan 1998";1998-04-26;4;"BK Häcken";AIK;1;1;1759
"Allsvenskan 1998";1998-04-26;4;"Östers IF";"Hammarby IF";1;1;4158
"Allsvenskan 1998";1998-04-26;4;"Halmstads BK";"Västra Frölunda IF";1;0;3698
"Allsvenskan 1998";1998-04-27;4;"IF Elfsborg";"Trelleborgs FF";1;1;3645
"Allsvenskan 1998";1998-04-27;4;"IFK Göteborg";"IFK Norrköping";0;0;5001
"Allsvenskan 1998";1998-04-27;4;"Örebro SK";"Örgryte IS";1;1;4489
"Allsvenskan 1998";1998-04-28;4;"Malmö FF";"Helsingborgs IF";1;1;16328
"Allsvenskan 1998";1998-05-03;5;AIK;"IF Elfsborg";1;1;5448
"Allsvenskan 1998";1998-05-03;5;"IFK Norrköping";"Östers IF";1;0;2938
"Allsvenskan 1998";1998-05-03;5;"Trelleborgs FF";"Örebro SK";1;0;2185
"Allsvenskan 1998";1998-05-04;5;"Hammarby IF";"Västra Frölunda IF";0;1;7745
"Allsvenskan 1998";1998-05-04;5;"Örgryte IS";"Malmö FF";2;0;1775
"Allsvenskan 1998";1998-05-04;5;"Helsingborgs IF";"IFK Göteborg";0;1;12093
"Allsvenskan 1998";1998-05-05;5;"BK Häcken";"Halmstads BK";3;2;3069
"Allsvenskan 1998";1998-05-07;1;"Västra Frölunda IF";"Malmö FF";1;3;1115
"Allsvenskan 1998";1998-05-07;1;"IFK Norrköping";"IF Elfsborg";1;1;2894
"Allsvenskan 1998";1998-05-10;6;"Östers IF";"Helsingborgs IF";1;3;4367
"Allsvenskan 1998";1998-05-10;6;"Örebro SK";AIK;1;1;6175
"Allsvenskan 1998";1998-05-11;6;"IF Elfsborg";"BK Häcken";2;0;4567
"Allsvenskan 1998";1998-05-11;6;"Malmö FF";"Trelleborgs FF";0;1;9326
"Allsvenskan 1998";1998-05-11;6;"Halmstads BK";"Hammarby IF";1;3;4318
"Allsvenskan 1998";1998-05-11;6;"IFK Göteborg";"Örgryte IS";2;5;12213
"Allsvenskan 1998";1998-05-12;6;"Västra Frölunda IF";"IFK Norrköping";3;2;1540
"Allsvenskan 1998";1998-05-14;1;"Östers IF";"IFK Göteborg";1;1;3358
"Allsvenskan 1998";1998-05-17;7;"Örgryte IS";"Helsingborgs IF";0;2;1701
"Allsvenskan 1998";1998-05-17;7;"Trelleborgs FF";"IFK Norrköping";0;0;2811
"Allsvenskan 1998";1998-05-17;7;"Örebro SK";"IFK Göteborg";4;0;6014
"Allsvenskan 1998";1998-05-18;7;"IF Elfsborg";"Östers IF";2;1;5025
"Allsvenskan 1998";1998-05-18;7;"BK Häcken";"Västra Frölunda IF";0;1;2433
"Allsvenskan 1998";1998-05-18;7;"Malmö FF";"Halmstads BK";5;0;8240
"Allsvenskan 1998";1998-05-19;7;AIK;"Hammarby IF";0;1;31893
"Allsvenskan 1998";1998-06-03;8;"Hammarby IF";"BK Häcken";3;3;6673
"Allsvenskan 1998";1998-06-03;8;"Västra Frölunda IF";"IF Elfsborg";1;1;2527
"Allsvenskan 1998";1998-06-04;8;"IFK Göteborg";"Malmö FF";1;0;6456
"Allsvenskan 1998";1998-06-04;8;"IFK Norrköping";AIK;2;0;5085
"Allsvenskan 1998";1998-06-04;8;"Östers IF";"Örebro SK";1;2;4029
"Allsvenskan 1998";1998-06-04;8;"Halmstads BK";"Örgryte IS";2;1;3488
"Allsvenskan 1998";1998-06-04;8;"Helsingborgs IF";"Trelleborgs FF";3;0;7011
"Allsvenskan 1998";1998-06-07;9;"Örgryte IS";"Hammarby IF";0;1;1867
"Allsvenskan 1998";1998-06-07;9;"Trelleborgs FF";"Västra Frölunda IF";3;0;2030
"Allsvenskan 1998";1998-06-07;9;"Örebro SK";"Halmstads BK";3;2;5100
"Allsvenskan 1998";1998-06-08;9;AIK;"Östers IF";1;1;5042
"Allsvenskan 1998";1998-06-08;9;"BK Häcken";"IFK Göteborg";1;1;5022
"Allsvenskan 1998";1998-06-08;9;"Helsingborgs IF";"IFK Norrköping";1;1;8201
"Allsvenskan 1998";1998-06-09;9;"IF Elfsborg";"Malmö FF";2;1;10255
"Allsvenskan 1998";1998-06-11;1;"Örgryte IS";AIK;0;1;1310
"Allsvenskan 1998";1998-06-14;10;"Hammarby IF";"Trelleborgs FF";1;0;7102
"Allsvenskan 1998";1998-06-14;10;"IFK Göteborg";"IF Elfsborg";1;0;6599
"Allsvenskan 1998";1998-06-14;10;"IFK Norrköping";"Örgryte IS";1;1;3204
"Allsvenskan 1998";1998-06-14;10;"Östers IF";"BK Häcken";0;2;2134
"Allsvenskan 1998";1998-06-15;10;"Västra Frölunda IF";AIK;1;1;1103
"Allsvenskan 1998";1998-06-15;10;"Malmö FF";"Örebro SK";1;3;3402
"Allsvenskan 1998";1998-06-15;10;"Halmstads BK";"Helsingborgs IF";1;0;8352
"Allsvenskan 1998";1998-06-17;11;"Örgryte IS";"Östers IF";4;4;636
"Allsvenskan 1998";1998-06-21;11;"Helsingborgs IF";"Västra Frölunda IF";6;2;6814
"Allsvenskan 1998";1998-06-21;11;"Trelleborgs FF";"IFK Göteborg";0;2;2771
"Allsvenskan 1998";1998-06-22;11;"IFK Norrköping";"Hammarby IF";1;2;13311
"Allsvenskan 1998";1998-06-23;11;"IF Elfsborg";"Halmstads BK";3;4;5009
"Allsvenskan 1998";1998-06-24;11;AIK;"Malmö FF";1;0;5411
"Allsvenskan 1998";1998-06-24;11;"BK Häcken";"Örebro SK";2;4;981
"Allsvenskan 1998";1998-06-28;12;"Malmö FF";"BK Häcken";4;0;2188
"Allsvenskan 1998";1998-06-28;12;"Östers IF";"Trelleborgs FF";2;2;1963
"Allsvenskan 1998";1998-06-28;12;"Halmstads BK";"IFK Norrköping";3;1;4257
"Allsvenskan 1998";1998-06-29;12;"Hammarby IF";"Helsingborgs IF";3;3;10011
