leaguename;matchdate;matchday;hometeam;awayteam;homescore;awayscore;attendance
"Allsvenskan 1996";1996-04-21;3;AIK;"Degerfors IF";1;1;6476
"Allsvenskan 1996";1996-04-21;3;"IK Oddevold";"Trelleborgs FF";3;0;4035
"Allsvenskan 1996";1996-04-21;3;"Helsingborgs IF";"Östers IF";2;0;13081
"Allsvenskan 1996";1996-04-21;3;"IFK Norrköping";"Umeå FC";0;1;3793
"Allsvenskan 1996";1996-04-21;3;"Halmstads BK";"Djurgårdens IF";1;0;5659
"Allsvenskan 1996";1996-04-21;3;"Örebro SK";"Örgryte IS";0;1;6753
"Allsvenskan 1996";1996-04-21;3;"IFK Göteborg";"Malmö FF";0;0;11657
"Allsvenskan 1996";1996-04-28;4;"Umeå FC";"Helsingborgs IF";0;2;8130
"Allsvenskan 1996";1996-04-28;4;"Degerfors IF";"IFK Göteborg";2;7;7664
"Allsvenskan 1996";1996-04-28;4;"Malmö FF";"Örebro SK";2;0;4251
"Allsvenskan 1996";1996-04-29;4;"Örgryte IS";"Halmstads BK";0;0;2383
"Allsvenskan 1996";1996-04-29;4;"Djurgårdens IF";"IFK Norrköping";1;1;4522
"Allsvenskan 1996";1996-04-29;4;"Östers IF";"IK Oddevold";0;1;2606
"Allsvenskan 1996";1996-04-29;4;"Trelleborgs FF";AIK;0;1;2342
"Allsvenskan 1996";1996-05-01;1;"Helsingborgs IF";"Degerfors IF";4;1;11856
"Allsvenskan 1996";1996-05-01;1;"Örebro SK";"Umeå FC";1;1;5879
"Allsvenskan 1996";1996-05-02;1;AIK;"Malmö FF";0;1;5603
"Allsvenskan 1996";1996-05-02;1;"IK Oddevold";"IFK Göteborg";0;2;10605
"Allsvenskan 1996";1996-05-02;1;"IFK Norrköping";"Trelleborgs FF";3;1;2458
"Allsvenskan 1996";1996-05-02;1;"Halmstads BK";"Östers IF";2;2;3692
"Allsvenskan 1996";1996-05-02;1;"Örgryte IS";"Djurgårdens IF";3;0;1439
"Allsvenskan 1996";1996-05-05;5;"IK Oddevold";"Umeå FC";2;1;3201
"Allsvenskan 1996";1996-05-05;5;"Helsingborgs IF";"Djurgårdens IF";2;1;10278
"Allsvenskan 1996";1996-05-05;5;"IFK Norrköping";"Örgryte IS";2;0;2547
"Allsvenskan 1996";1996-05-05;5;"Halmstads BK";"Örebro SK";1;0;3372
"Allsvenskan 1996";1996-05-05;5;"IFK Göteborg";"Trelleborgs FF";1;0;5415
"Allsvenskan 1996";1996-05-05;5;AIK;"Östers IF";2;3;3032
"Allsvenskan 1996";1996-05-12;6;"Örgryte IS";"Helsingborgs IF";0;2;3849
"Allsvenskan 1996";1996-05-12;6;"Umeå FC";AIK;2;0;6370
"Allsvenskan 1996";1996-05-12;6;"Trelleborgs FF";"Degerfors IF";3;1;2645
"Allsvenskan 1996";1996-05-13;6;"Örebro SK";"IFK Norrköping";1;4;5260
"Allsvenskan 1996";1996-05-13;6;"Djurgårdens IF";"IK Oddevold";2;1;3520
"Allsvenskan 1996";1996-05-13;6;"Östers IF";"IFK Göteborg";1;1;5516
"Allsvenskan 1996";1996-05-13;6;"Malmö FF";"Halmstads BK";4;1;4406
"Allsvenskan 1996";1996-05-19;7;"IK Oddevold";"Halmstads BK";0;3;2816
"Allsvenskan 1996";1996-05-19;7;"Östers IF";"Malmö FF";1;0;2201
"Allsvenskan 1996";1996-05-19;7;"Trelleborgs FF";"Umeå FC";3;1;1868
"Allsvenskan 1996";1996-05-19;7;"Degerfors IF";"Djurgårdens IF";0;2;4039
"Allsvenskan 1996";1996-05-20;7;AIK;"Örebro SK";0;2;4069
"Allsvenskan 1996";1996-05-20;7;"Helsingborgs IF";"IFK Norrköping";2;2;6645
"Allsvenskan 1996";1996-05-20;7;"IFK Göteborg";"Örgryte IS";1;0;8581
"Allsvenskan 1996";1996-05-27;8;"IFK Norrköping";"IK Oddevold";1;1;5150
"Allsvenskan 1996";1996-05-27;8;"Halmstads BK";AIK;3;2;4873
"Allsvenskan 1996";1996-05-27;8;"Örebro SK";"IFK Göteborg";0;0;9924
"Allsvenskan 1996";1996-05-27;8;"Örgryte IS";"Degerfors IF";0;0;2360
"Allsvenskan 1996";1996-05-27;8;"Djurgårdens IF";"Trelleborgs FF";1;0;3948
"Allsvenskan 1996";1996-05-27;8;"Umeå FC";"Östers IF";1;1;4460
"Allsvenskan 1996";1996-05-27;8;"Malmö FF";"Helsingborgs IF";1;1;24508
"Allsvenskan 1996";1996-06-05;9;"Trelleborgs FF";"Malmö FF";1;1;4298
"Allsvenskan 1996";1996-06-05;9;"IFK Göteborg";"Umeå FC";4;0;7102
"Allsvenskan 1996";1996-06-05;9;"IK Oddevold";"Örgryte IS";0;2;4174
"Allsvenskan 1996";1996-06-05;9;"IFK Norrköping";"Halmstads BK";0;0;3886
"Allsvenskan 1996";1996-06-05;9;"Degerfors IF";"Östers IF";2;1;4034
"Allsvenskan 1996";1996-06-05;9;AIK;"Djurgårdens IF";1;0;15731
"Allsvenskan 1996";1996-06-05;9;"Helsingborgs IF";"Örebro SK";3;0;8980
"Allsvenskan 1996";1996-06-09;10;"Umeå FC";"Degerfors IF";2;2;4024
"Allsvenskan 1996";1996-06-09;10;"Örebro SK";"IK Oddevold";2;0;6019
"Allsvenskan 1996";1996-06-10;10;"Östers IF";"Trelleborgs FF";3;1;2213
"Allsvenskan 1996";1996-06-10;10;"Djurgårdens IF";"IFK Göteborg";0;1;6034
"Allsvenskan 1996";1996-06-10;10;"Örgryte IS";AIK;1;1;1175
"Allsvenskan 1996";1996-06-12;10;"Halmstads BK";"Helsingborgs IF";1;0;10328
"Allsvenskan 1996";1996-06-12;10;"Malmö FF";"IFK Norrköping";0;0;3521
"Allsvenskan 1996";1996-06-13;2;"IFK Göteborg";AIK;0;1;5960
"Allsvenskan 1996";1996-06-15;11;"Degerfors IF";"Örebro SK";1;0;6799
"Allsvenskan 1996";1996-06-16;11;"Umeå FC";"Malmö FF";0;1;5018
"Allsvenskan 1996";1996-06-16;11;"Trelleborgs FF";"Örgryte IS";3;2;1576
"Allsvenskan 1996";1996-06-16;11;"Östers IF";"Djurgårdens IF";2;0;2204
"Allsvenskan 1996";1996-06-17;11;AIK;"IFK Norrköping";1;0;5820
"Allsvenskan 1996";1996-06-17;11;"IK Oddevold";"Helsingborgs IF";0;1;4785
"Allsvenskan 1996";1996-06-17;11;"IFK Göteborg";"Halmstads BK";4;0;8320
"Allsvenskan 1996";1996-06-19;2;"Djurgårdens IF";"Örebro SK";2;1;1951
"Allsvenskan 1996";1996-06-20;2;"Umeå FC";"Halmstads BK";2;1;2346
"Allsvenskan 1996";1996-06-20;2;"Östers IF";"IFK Norrköping";1;0;1983
"Allsvenskan 1996";1996-06-20;2;"Trelleborgs FF";"Helsingborgs IF";1;1;3755
"Allsvenskan 1996";1996-06-20;2;"Degerfors IF";"IK Oddevold";1;0;4830
"Allsvenskan 1996";1996-06-20;2;"Malmö FF";"Örgryte IS";0;2;2136
"Allsvenskan 1996";1996-06-24;12;"Helsingborgs IF";AIK;1;0;11505
"Allsvenskan 1996";1996-06-24;12;"IFK Norrköping";"IFK Göteborg";1;0;9792
"Allsvenskan 1996";1996-06-24;12;"Halmstads BK";"Degerfors IF";3;0;4394
"Allsvenskan 1996";1996-06-24;12;"Malmö FF";"IK Oddevold";1;1;2671
"Allsvenskan 1996";1996-06-26;12;"Örebro SK";"Trelleborgs FF";3;1;3658
