leaguename;matchdate;matchday;hometeam;awayteam;homescore;awayscore;attendance
"Allsvenskan 1993";1993-04-12;1;"Örebro SK";"Trelleborgs FF";1;0;5209
"Allsvenskan 1993";1993-04-12;1;"Halmstads BK";"Helsingborgs IF";3;0;12907
"Allsvenskan 1993";1993-04-12;1;"Östers IF";"Degerfors IF";5;0;4853
"Allsvenskan 1993";1993-04-12;1;"Malmö FF";"IK Brage";7;0;3395
"Allsvenskan 1993";1993-04-12;1;"IFK Norrköping";"Örgryte IS";2;0;5345
"Allsvenskan 1993";1993-04-12;1;"Västra Frölunda IF";"BK Häcken";1;0;1564
"Allsvenskan 1993";1993-04-12;1;"IFK Göteborg";AIK;1;1;9087
"Allsvenskan 1993";1993-04-17;2;"Trelleborgs FF";"IFK Göteborg";3;1;3229
"Allsvenskan 1993";1993-04-18;2;"Helsingborgs IF";"Örebro SK";2;1;8235
"Allsvenskan 1993";1993-04-18;2;"BK Häcken";"IFK Norrköping";3;2;2229
"Allsvenskan 1993";1993-04-18;2;"IK Brage";"Östers IF";1;3;2008
"Allsvenskan 1993";1993-04-18;2;"Degerfors IF";"Halmstads BK";1;1;4815
"Allsvenskan 1993";1993-04-19;2;AIK;"Västra Frölunda IF";1;0;5142
"Allsvenskan 1993";1993-04-19;2;"Örgryte IS";"Malmö FF";3;1;2254
"Allsvenskan 1993";1993-04-24;3;"Örgryte IS";"Helsingborgs IF";0;2;2819
"Allsvenskan 1993";1993-04-24;3;"IK Brage";"Halmstads BK";0;0;1545
"Allsvenskan 1993";1993-04-24;3;"Östers IF";"Örebro SK";2;0;3042
"Allsvenskan 1993";1993-04-24;3;"Malmö FF";"IFK Göteborg";0;1;4948
"Allsvenskan 1993";1993-04-24;3;"IFK Norrköping";"Västra Frölunda IF";5;1;3209
"Allsvenskan 1993";1993-04-24;3;"Degerfors IF";AIK;1;2;6746
"Allsvenskan 1993";1993-04-24;3;"BK Häcken";"Trelleborgs FF";3;3;1034
"Allsvenskan 1993";1993-05-02;4;"Örebro SK";"Malmö FF";0;1;4747
"Allsvenskan 1993";1993-05-02;4;"Halmstads BK";"Östers IF";1;2;4710
"Allsvenskan 1993";1993-05-02;4;"Helsingborgs IF";"IK Brage";4;1;8238
"Allsvenskan 1993";1993-05-02;4;"Trelleborgs FF";"Örgryte IS";3;1;3224
"Allsvenskan 1993";1993-05-02;4;"Västra Frölunda IF";"Degerfors IF";1;1;1232
"Allsvenskan 1993";1993-05-03;4;AIK;"BK Häcken";2;0;5610
"Allsvenskan 1993";1993-05-03;4;"IFK Göteborg";"IFK Norrköping";2;1;5013
"Allsvenskan 1993";1993-05-09;5;"Örgryte IS";AIK;1;2;2029
"Allsvenskan 1993";1993-05-09;5;"IK Brage";"Trelleborgs FF";0;4;2081
"Allsvenskan 1993";1993-05-09;5;"Östers IF";"Helsingborgs IF";0;1;10593
"Allsvenskan 1993";1993-05-09;5;"IFK Norrköping";"Örebro SK";2;0;6090
"Allsvenskan 1993";1993-05-09;5;"Degerfors IF";"BK Häcken";1;2;4519
"Allsvenskan 1993";1993-05-10;5;"Malmö FF";"Halmstads BK";0;0;4853
"Allsvenskan 1993";1993-05-10;5;"Västra Frölunda IF";"IFK Göteborg";1;5;4301
"Allsvenskan 1993";1993-05-12;6;AIK;"IK Brage";9;3;5589
"Allsvenskan 1993";1993-05-12;6;"BK Häcken";"Örgryte IS";0;0;2504
"Allsvenskan 1993";1993-05-12;6;"Trelleborgs FF";"Östers IF";1;1;3427
"Allsvenskan 1993";1993-05-13;6;"Örebro SK";"Västra Frölunda IF";1;2;2685
"Allsvenskan 1993";1993-05-13;6;"Halmstads BK";"IFK Norrköping";1;3;3546
"Allsvenskan 1993";1993-05-13;6;"Malmö FF";"Helsingborgs IF";3;3;28716
"Allsvenskan 1993";1993-05-13;6;"IFK Göteborg";"Degerfors IF";1;0;4767
"Allsvenskan 1993";1993-05-23;7;"Örebro SK";AIK;0;1;5823
"Allsvenskan 1993";1993-05-23;7;"Halmstads BK";"Trelleborgs FF";2;0;3322
