leaguename,matchdate,matchday,hometeam,awayteam,homescore,awayscore,attendance
"Allsvenskan 1934/35",1934-07-29,1,GAIS,"IFK Eskilstuna",4,0,6070
"Allsvenskan 1934/35",1934-07-29,1,"Gefle IF","Örgryte IS",1,2,3109
"Allsvenskan 1934/35",1934-07-29,1,"Halmstads BK","IFK Göteborg",0,2,6396
"Allsvenskan 1934/35",1934-07-29,1,"Landskrona BoIS",AIK,0,4,4065
"Allsvenskan 1934/35",1934-07-29,1,"Sandvikens IF","Helsingborgs IF",3,2,4900
"Allsvenskan 1934/35",1934-07-29,1,"IK Sleipner","IF Elfsborg",4,0,6584
"Allsvenskan 1934/35",1934-08-03,2,GAIS,"Örgryte IS",2,1,7676
"Allsvenskan 1934/35",1934-08-05,2,AIK,"Gefle IF",2,2,13000
"Allsvenskan 1934/35",1934-08-05,2,"IFK Göteborg","Sandvikens IF",3,0,7601
"Allsvenskan 1934/35",1934-08-05,2,"Halmstads BK","IF Elfsborg",1,1,5243
"Allsvenskan 1934/35",1934-08-05,2,"Helsingborgs IF","Landskrona BoIS",1,3,6130
"Allsvenskan 1934/35",1934-08-05,2,"IK Sleipner","IFK Eskilstuna",3,3,7300
"Allsvenskan 1934/35",1934-08-10,3,"IFK Göteborg",GAIS,5,2,11454
"Allsvenskan 1934/35",1934-08-12,3,AIK,"IK Sleipner",6,1,14000
"Allsvenskan 1934/35",1934-08-12,3,"IF Elfsborg","Sandvikens IF",2,4,5203
"Allsvenskan 1934/35",1934-08-12,3,"IFK Eskilstuna","Helsingborgs IF",2,1,4360
"Allsvenskan 1934/35",1934-08-12,3,"Gefle IF","Halmstads BK",3,1,3427
"Allsvenskan 1934/35",1934-08-12,3,"Örgryte IS","Landskrona BoIS",6,1,5981
"Allsvenskan 1934/35",1934-08-17,4,"Örgryte IS","IFK Göteborg",1,4,16236
"Allsvenskan 1934/35",1934-08-19,4,"IF Elfsborg","Halmstads BK",3,2,1862
"Allsvenskan 1934/35",1934-08-19,4,"IFK Eskilstuna","Sandvikens IF",0,2,3808
"Allsvenskan 1934/35",1934-08-19,4,GAIS,"Gefle IF",3,1,4033
"Allsvenskan 1934/35",1934-08-19,4,"Landskrona BoIS","Helsingborgs IF",0,5,4972
"Allsvenskan 1934/35",1934-08-19,4,"IK Sleipner",AIK,1,1,10500
"Allsvenskan 1934/35",1934-08-26,5,AIK,GAIS,4,1,17000
"Allsvenskan 1934/35",1934-08-26,5,"Gefle IF","IK Sleipner",3,7,3803
"Allsvenskan 1934/35",1934-08-26,5,"IFK Göteborg","Halmstads BK",1,0,11336
"Allsvenskan 1934/35",1934-08-26,5,"Helsingborgs IF","IF Elfsborg",3,4,5267
"Allsvenskan 1934/35",1934-08-26,5,"Landskrona BoIS","IFK Eskilstuna",2,0,1843
"Allsvenskan 1934/35",1934-08-26,5,"Sandvikens IF","Örgryte IS",5,2,4400
"Allsvenskan 1934/35",1934-09-02,6,"IFK Eskilstuna",AIK,3,2,7830
"Allsvenskan 1934/35",1934-09-02,6,"Gefle IF","Landskrona BoIS",2,2,2762
"Allsvenskan 1934/35",1934-09-02,6,"Halmstads BK",GAIS,2,1,2951
"Allsvenskan 1934/35",1934-09-02,6,"IK Sleipner","Helsingborgs IF",4,2,7600
"Allsvenskan 1934/35",1934-09-02,6,"Örgryte IS","Sandvikens IF",6,1,6932
"Allsvenskan 1934/35",1934-08-08,6,"Sandvikens IF","Gefle IF",3,1,3990
"Allsvenskan 1934/35",1934-09-09,7,AIK,"Halmstads BK",0,3,14000
"Allsvenskan 1934/35",1934-09-09,7,"IF Elfsborg","IK Sleipner",3,1,6000
"Allsvenskan 1934/35",1934-09-09,7,"IFK Eskilstuna","IFK Göteborg",3,2,5529
"Allsvenskan 1934/35",1934-09-09,7,GAIS,"Sandvikens IF",1,2,8768
"Allsvenskan 1934/35",1934-09-09,7,"Landskrona BoIS","Örgryte IS",1,0,2088
"Allsvenskan 1934/35",1934-11-11,7,"IFK Göteborg","IK Sleipner",2,0,10635
"Allsvenskan 1934/35",1934-09-16,8,"Gefle IF","IFK Eskilstuna",4,1,3900
"Allsvenskan 1934/35",1934-09-16,8,"IFK Göteborg","Landskrona BoIS",2,1,9247
"Allsvenskan 1934/35",1934-09-16,8,"Halmstads BK","IK Sleipner",1,3,5400
"Allsvenskan 1934/35",1934-09-16,8,"Helsingborgs IF",GAIS,0,4,5050
"Allsvenskan 1934/35",1934-09-16,8,"Sandvikens IF","IF Elfsborg",3,2,4474
"Allsvenskan 1934/35",1934-11-11,8,"Halmstads BK","Örgryte IS",1,3,4911
"Allsvenskan 1934/35",1934-09-30,9,"IF Elfsborg","Landskrona BoIS",5,1,5010
"Allsvenskan 1934/35",1934-09-30,9,"Gefle IF",AIK,1,4,6616
"Allsvenskan 1934/35",1934-09-30,9,"Halmstads BK","IFK Eskilstuna",2,1,4008
"Allsvenskan 1934/35",1934-09-30,9,"Helsingborgs IF","IFK Göteborg",2,2,4774
"Allsvenskan 1934/35",1934-09-30,9,"Sandvikens IF",GAIS,3,3,4200
"Allsvenskan 1934/35",1934-09-30,9,"Örgryte IS","IK Sleipner",2,1,9527
"Allsvenskan 1934/35",1934-10-14,10,GAIS,AIK,1,1,8612
"Allsvenskan 1934/35",1934-10-14,10,"Gefle IF","IFK Göteborg",1,2,6622
"Allsvenskan 1934/35",1934-10-14,10,"Helsingborgs IF","IFK Eskilstuna",2,3,1862
"Allsvenskan 1934/35",1934-10-14,10,"Landskrona BoIS","IF Elfsborg",0,4,497
"Allsvenskan 1934/35",1934-10-14,10,"IK Sleipner","Örgryte IS",4,1,7817
"Allsvenskan 1934/35",1935-04-07,10,GAIS,"IF Elfsborg",2,0,4752
"Allsvenskan 1934/35",1934-10-07,11,"IFK Eskilstuna","Halmstads BK",5,2,4122
"Allsvenskan 1934/35",1934-10-21,11,"IF Elfsborg",GAIS,1,4,4500
"Allsvenskan 1934/35",1934-10-21,11,"IFK Göteborg",AIK,1,0,21740
"Allsvenskan 1934/35",1934-10-21,11,"Helsingborgs IF","Örgryte IS",0,1,3585
"Allsvenskan 1934/35",1934-10-21,11,"Sandvikens IF","Landskrona BoIS",3,1,3200
"Allsvenskan 1934/35",1934-10-21,11,"IK Sleipner","Gefle IF",5,1,7129
"Allsvenskan 1934/35",1934-10-28,12,AIK,"IFK Göteborg",3,0,21000
"Allsvenskan 1934/35",1934-10-28,12,"IFK Eskilstuna","IF Elfsborg",1,6,4284
"Allsvenskan 1934/35",1934-10-28,12,"Halmstads BK","Gefle IF",4,2,3200
"Allsvenskan 1934/35",1934-10-28,12,"Landskrona BoIS",GAIS,3,1,1558
"Allsvenskan 1934/35",1934-10-28,12,"IK Sleipner","Sandvikens IF",3,1,11262
"Allsvenskan 1934/35",1934-10-28,12,"Örgryte IS","Helsingborgs IF",2,1,9908
"Allsvenskan 1934/35",1934-11-04,13,AIK,"Sandvikens IF",7,1,17000
"Allsvenskan 1934/35",1934-11-04,13,"IF Elfsborg","Örgryte IS",2,1,4745
"Allsvenskan 1934/35",1934-11-04,13,GAIS,"Halmstads BK",0,6,4889
"Allsvenskan 1934/35",1934-11-04,13,"Landskrona BoIS","IFK Göteborg",1,1,2039
"Allsvenskan 1934/35",1934-11-11,13,"Helsingborgs IF","Gefle IF",3,1,3088
"Allsvenskan 1934/35",1935-05-30,13,"Helsingborgs IF",AIK,1,1,8930
"Allsvenskan 1934/35",1934-10-07,21,AIK,"IF Elfsborg",7,2,12000
"Allsvenskan 1934/35",1935-04-14,14,"IF Elfsborg","Gefle IF",3,1,5068
"Allsvenskan 1934/35",1935-04-14,14,"IFK Göteborg","IFK Eskilstuna",3,0,8792
"Allsvenskan 1934/35",1935-04-14,14,"Halmstads BK",AIK,0,0,8000
"Allsvenskan 1934/35",1935-04-14,14,"Helsingborgs IF","IK Sleipner",5,4,5106
"Allsvenskan 1934/35",1935-04-28,14,"Landskrona BoIS","Sandvikens IF",5,0,2571
"Allsvenskan 1934/35",1935-05-30,14,"Örgryte IS","IFK Eskilstuna",2,2,4184
"Allsvenskan 1934/35",1935-04-22,15,"IF Elfsborg","Helsingborgs IF",5,1,8165
"Allsvenskan 1934/35",1935-04-22,15,"IFK Eskilstuna","Gefle IF",4,1,4600
"Allsvenskan 1934/35",1935-04-22,15,"Halmstads BK","Landskrona BoIS",2,1,4900
"Allsvenskan 1934/35",1935-04-22,15,"Sandvikens IF","IFK Göteborg",0,0,6550
"Allsvenskan 1934/35",1935-04-22,15,"IK Sleipner",GAIS,1,2,10700
"Allsvenskan 1934/35",1935-04-22,15,"Örgryte IS",AIK,1,3,19000
"Allsvenskan 1934/35",1935-04-07,16,"Landskrona BoIS","Halmstads BK",1,2,2119
"Allsvenskan 1934/35",1935-04-28,16,AIK,"Örgryte IS",3,0,15000
"Allsvenskan 1934/35",1935-04-28,16,"IF Elfsborg","IFK Eskilstuna",3,3,5852
"Allsvenskan 1934/35",1935-04-28,16,GAIS,"Helsingborgs IF",1,1,9488
"Allsvenskan 1934/35",1935-04-28,16,"IK Sleipner","IFK Göteborg",2,1,8486
"Allsvenskan 1934/35",1935-05-08,16,"Gefle IF","Sandvikens IF",2,5,4000
"Allsvenskan 1934/35",1935-05-03,17,"Örgryte IS",GAIS,1,3,5583
"Allsvenskan 1934/35",1935-05-05,17,"IFK Eskilstuna","IK Sleipner",2,0,7336
"Allsvenskan 1934/35",1935-05-05,17,"IFK Göteborg","IF Elfsborg",1,0,11915
"Allsvenskan 1934/35",1935-05-05,17,"Helsingborgs IF","Halmstads BK",4,0,6730
"Allsvenskan 1934/35",1935-05-05,17,"Landskrona BoIS","Gefle IF",6,0,2596
"Allsvenskan 1934/35",1935-05-05,17,"Sandvikens IF",AIK,1,3,8110
"Allsvenskan 1934/35",1935-05-10,18,GAIS,"IFK Göteborg",0,4,14272
"Allsvenskan 1934/35",1935-05-12,18,AIK,"IFK Eskilstuna",4,1,17000
"Allsvenskan 1934/35",1935-05-12,18,"Gefle IF","Helsingborgs IF",1,1,2962
"Allsvenskan 1934/35",1935-05-12,18,"Halmstads BK","Sandvikens IF",0,0,3000
