leaguename,matchdate,matchday,hometeam,awayteam,homescore,awayscore,attendance
"Allsvenskan 1937/38",1937-08-01,1,AIK,GAIS,3,1,15064
"Allsvenskan 1937/38",1937-08-01,1,"IK Brage","Gårda BK",4,2,5791
"Allsvenskan 1937/38",1937-08-01,1,"Landskrona BoIS","IFK Göteborg",1,3,3100
"Allsvenskan 1937/38",1937-08-01,1,"Malmö FF","IK Sleipner",1,1,8722
"Allsvenskan 1937/38",1937-08-01,1,"Sandvikens IF","IF Elfsborg",2,2,3900
"Allsvenskan 1937/38",1937-08-01,1,"Örgryte IS","Helsingborgs IF",3,1,9487
"Allsvenskan 1937/38",1937-08-08,2,"IF Elfsborg","Örgryte IS",4,0,4800
"Allsvenskan 1937/38",1937-08-08,2,"Gårda BK",AIK,3,1,5947
"Allsvenskan 1937/38",1937-08-08,2,"Sandvikens IF","IK Brage",0,3,8300
"Allsvenskan 1937/38",1937-08-08,2,"IK Sleipner","Landskrona BoIS",6,0,5723
"Allsvenskan 1937/38",1937-08-11,2,GAIS,"IFK Göteborg",1,4,5080
"Allsvenskan 1937/38",1937-08-18,2,"Malmö FF","Helsingborgs IF",1,3,9637
"Allsvenskan 1937/38",1937-08-04,3,"Helsingborgs IF","Landskrona BoIS",2,0,5721
"Allsvenskan 1937/38",1937-08-13,3,"Örgryte IS","Gårda BK",1,1,3893
"Allsvenskan 1937/38",1937-08-15,3,GAIS,"IK Sleipner",2,4,13912
"Allsvenskan 1937/38",1937-08-15,3,"IFK Göteborg","IK Brage",1,3,13912
"Allsvenskan 1937/38",1937-08-15,3,"Sandvikens IF",AIK,3,3,4700
"Allsvenskan 1937/38",1937-08-22,4,AIK,"IFK Göteborg",1,1,18320
"Allsvenskan 1937/38",1937-08-22,4,"IK Brage","Malmö FF",5,0,6000
"Allsvenskan 1937/38",1937-08-22,4,GAIS,"Sandvikens IF",0,3,4359
"Allsvenskan 1937/38",1937-08-22,4,"Gårda BK","Landskrona BoIS",1,1,4359
"Allsvenskan 1937/38",1937-08-22,4,"Helsingborgs IF","IK Sleipner",4,2,6634
"Allsvenskan 1937/38",1937-08-15,4,"IF Elfsborg","Gårda BK",2,3,4712
"Allsvenskan 1937/38",1937-08-27,5,"Gårda BK","IFK Göteborg",3,2,6409
"Allsvenskan 1937/38",1937-08-29,5,AIK,"Malmö FF",4,0,9753
"Allsvenskan 1937/38",1937-08-29,5,"IK Brage","Sandvikens IF",2,3,12225
"Allsvenskan 1937/38",1937-08-29,5,"Landskrona BoIS","Helsingborgs IF",1,0,7200
"Allsvenskan 1937/38",1937-08-29,5,"IK Sleipner",GAIS,1,0,7474
