leaguename,matchdate,matchday,hometeam,awayteam,homescore,awayscore,attendance
"Allsvenskan 2002",2002-04-06,1,"Landskrona BoIS","Helsingborgs IF",6,2,11902
"Allsvenskan 2002",2002-04-07,1,AIK,"IF Elfsborg",0,2,18783
"Allsvenskan 2002",2002-04-07,1,"Halmstads BK","GIF Sundsvall",0,1,5182
"Allsvenskan 2002",2002-04-07,1,"Kalmar FF","IFK Norrköping",1,0,7197
"Allsvenskan 2002",2002-04-08,1,"Hammarby IF","Örgryte IS",2,3,11124
"Allsvenskan 2002",2002-04-08,1,"IFK Göteborg","Örebro SK",1,1,9225
"Allsvenskan 2002",2002-04-08,1,"Malmö FF","Djurgårdens IF",1,2,15797
"Allsvenskan 2002",2002-04-13,2,"Djurgårdens IF",AIK,3,4,29423
"Allsvenskan 2002",2002-04-13,2,"IFK Norrköping","Malmö FF",0,3,12149
"Allsvenskan 2002",2002-04-13,2,"Örebro SK","Landskrona BoIS",1,3,6469
"Allsvenskan 2002",2002-04-13,2,"Örgryte IS","Kalmar FF",2,0,4037
"Allsvenskan 2002",2002-04-14,2,"GIF Sundsvall","IFK Göteborg",1,2,8064
"Allsvenskan 2002",2002-04-14,2,"Helsingborgs IF","Hammarby IF",4,2,14427
"Allsvenskan 2002",2002-04-14,2,"IF Elfsborg","Halmstads BK",1,1,7644
"Allsvenskan 2002",2002-04-21,3,AIK,"IFK Norrköping",1,3,15834
"Allsvenskan 2002",2002-04-21,3,"Landskrona BoIS","GIF Sundsvall",2,2,6156
"Allsvenskan 2002",2002-04-21,3,"Malmö FF","Örgryte IS",0,1,8070
"Allsvenskan 2002",2002-04-22,3,"Halmstads BK","Djurgårdens IF",1,1,6672
"Allsvenskan 2002",2002-04-22,3,"IFK Göteborg","IF Elfsborg",1,2,12169
"Allsvenskan 2002",2002-04-22,3,"Örebro SK","Helsingborgs IF",1,0,7191
"Allsvenskan 2002",2002-04-23,3,"Kalmar FF","Hammarby IF",1,1,9020
"Allsvenskan 2002",2002-04-27,4,"Djurgårdens IF","IFK Göteborg",1,0,13635
"Allsvenskan 2002",2002-04-28,4,"GIF Sundsvall","Örebro SK",1,1,5126
"Allsvenskan 2002",2002-04-28,4,"Helsingborgs IF","Kalmar FF",0,0,7174
"Allsvenskan 2002",2002-04-28,4,"IFK Norrköping","Halmstads BK",0,0,7012
"Allsvenskan 2002",2002-04-29,4,"Hammarby IF","Malmö FF",3,1,11054
"Allsvenskan 2002",2002-04-29,4,"IF Elfsborg","Landskrona BoIS",0,3,6836
"Allsvenskan 2002",2002-04-29,4,"Örgryte IS",AIK,2,2,5072
"Allsvenskan 2002",2002-05-01,5,"GIF Sundsvall","Helsingborgs IF",0,1,5452
"Allsvenskan 2002",2002-05-01,5,"IFK Göteborg","IFK Norrköping",1,0,6628
"Allsvenskan 2002",2002-05-02,5,"Halmstads BK","Örgryte IS",1,1,4807
"Allsvenskan 2002",2002-05-02,5,"Landskrona BoIS","Djurgårdens IF",1,1,7079
"Allsvenskan 2002",2002-05-02,5,"Örebro SK","IF Elfsborg",2,0,7923
"Allsvenskan 2002",2002-05-02,5,AIK,"Hammarby IF",2,2,31948
"Allsvenskan 2002",2002-05-03,5,"Malmö FF","Kalmar FF",4,0,7447
"Allsvenskan 2002",2002-05-05,6,"Djurgårdens IF","Örebro SK",3,0,11470
"Allsvenskan 2002",2002-05-05,6,"IF Elfsborg","GIF Sundsvall",0,0,5609
"Allsvenskan 2002",2002-05-06,6,"Hammarby IF","Halmstads BK",2,2,10940
"Allsvenskan 2002",2002-05-06,6,"IFK Norrköping","Landskrona BoIS",1,1,9151
"Allsvenskan 2002",2002-05-06,6,"Kalmar FF",AIK,0,0,8520
"Allsvenskan 2002",2002-05-07,6,"Helsingborgs IF","Malmö FF",2,3,15107
"Allsvenskan 2002",2002-05-08,6,"Örgryte IS","IFK Göteborg",2,1,37763
"Allsvenskan 2002",2002-05-12,7,"GIF Sundsvall","Djurgårdens IF",2,1,8255
"Allsvenskan 2002",2002-05-12,7,"Halmstads BK","Kalmar FF",1,0,4912
"Allsvenskan 2002",2002-05-12,7,"Landskrona BoIS","Örgryte IS",3,1,7883
"Allsvenskan 2002",2002-05-13,7,AIK,"Malmö FF",1,2,17994
"Allsvenskan 2002",2002-05-13,7,"IF Elfsborg","Helsingborgs IF",0,1,7778
"Allsvenskan 2002",2002-05-13,7,"Örebro SK","IFK Norrköping",1,0,7593
"Allsvenskan 2002",2002-05-14,7,"IFK Göteborg","Hammarby IF",3,1,8155
"Allsvenskan 2002",2002-07-02,8,"Helsingborgs IF",AIK,2,1,13292
"Allsvenskan 2002",2002-07-03,8,"Kalmar FF","IFK Göteborg",0,1,9290
"Allsvenskan 2002",2002-07-03,8,"Örgryte IS","Örebro SK",1,1,3860
"Allsvenskan 2002",2002-07-04,8,"Hammarby IF","Landskrona BoIS",1,2,11033
"Allsvenskan 2002",2002-07-04,8,"IFK Norrköping","GIF Sundsvall",0,0,5960
"Allsvenskan 2002",2002-07-04,8,"Malmö FF","Halmstads BK",2,1,11045
"Allsvenskan 2002",2002-07-05,8,"Djurgårdens IF","IF Elfsborg",1,1,10912
"Allsvenskan 2002",2002-07-07,9,"GIF Sundsvall","Kalmar FF",0,1,4824
"Allsvenskan 2002",2002-07-07,9,"Malmö FF","Örebro SK",4,1,8785
"Allsvenskan 2002",2002-07-08,9,"IF Elfsborg","Hammarby IF",1,2,9762
"Allsvenskan 2002",2002-07-08,9,"IFK Göteborg","Halmstads BK",1,0,9289
"Allsvenskan 2002",2002-07-08,9,"Landskrona BoIS",AIK,2,3,10181
"Allsvenskan 2002",2002-07-09,9,"Djurgårdens IF","Örgryte IS",2,3,10435
"Allsvenskan 2002",2002-07-10,9,"IFK Norrköping","Helsingborgs IF",1,0,9687
"Allsvenskan 2002",2002-07-14,10,AIK,"Örebro SK",1,1,13472
"Allsvenskan 2002",2002-07-14,10,"Malmö FF","GIF Sundsvall",0,2,9051
"Allsvenskan 2002",2002-07-14,10,"Örgryte IS","IFK Norrköping",3,2,7272
"Allsvenskan 2002",2002-07-15,10,"Hammarby IF","Djurgårdens IF",1,2,25626
"Allsvenskan 2002",2002-07-15,10,"Kalmar FF","IF Elfsborg",1,1,8239
"Allsvenskan 2002",2002-07-16,10,"Halmstads BK","Landskrona BoIS",1,1,10433
"Allsvenskan 2002",2002-07-17,10,"Helsingborgs IF","IFK Göteborg",2,1,12619
"Allsvenskan 2002",2002-07-21,11,"GIF Sundsvall","Örgryte IS",1,1,5167
"Allsvenskan 2002",2002-07-21,11,"Landskrona BoIS","Kalmar FF",1,3,6867
"Allsvenskan 2002",2002-07-22,11,"Halmstads BK",AIK,1,1,9354
"Allsvenskan 2002",2002-07-22,11,"IF Elfsborg","IFK Norrköping",2,2,6509
"Allsvenskan 2002",2002-07-22,11,"Örebro SK","Hammarby IF",2,1,9226
"Allsvenskan 2002",2002-07-23,11,"IFK Göteborg","Malmö FF",0,4,10471
"Allsvenskan 2002",2002-07-24,11,"Djurgårdens IF","Helsingborgs IF",1,1,11763
"Allsvenskan 2002",2002-07-27,12,"Hammarby IF","GIF Sundsvall",3,1,10450
"Allsvenskan 2002",2002-07-28,12,"Kalmar FF","Örebro SK",0,1,7043
"Allsvenskan 2002",2002-07-29,12,"Malmö FF","Landskrona BoIS",2,1,24570
"Allsvenskan 2002",2002-07-29,12,AIK,"IFK Göteborg",3,0,18472
"Allsvenskan 2002",2002-07-29,12,"IFK Norrköping","Djurgårdens IF",0,1,15177
"Allsvenskan 2002",2002-07-30,12,"Örgryte IS","IF Elfsborg",4,1,8474
"Allsvenskan 2002",2002-07-31,12,"Helsingborgs IF","Halmstads BK",0,0,12265
"Allsvenskan 2002",2002-08-03,13,"IFK Norrköping","Hammarby IF",1,1,15041
"Allsvenskan 2002",2002-08-04,13,"Djurgårdens IF","Kalmar FF",1,0,9878
"Allsvenskan 2002",2002-08-04,13,"IF Elfsborg","Malmö FF",2,1,6359
"Allsvenskan 2002",2002-08-04,13,"Örgryte IS","Helsingborgs IF",2,2,7011
"Allsvenskan 2002",2002-08-05,13,"GIF Sundsvall",AIK,1,1,8104
"Allsvenskan 2002",2002-08-05,13,"Landskrona BoIS","IFK Göteborg",1,2,7046
"Allsvenskan 2002",2002-08-05,13,"Örebro SK","Halmstads BK",3,1,8641
"Allsvenskan 2002",2002-08-07,14,"Kalmar FF","Örgryte IS",1,3,6179
"Allsvenskan 2002",2002-08-07,14,"Malmö FF","IFK Norrköping",3,2,12054
"Allsvenskan 2002",2002-08-08,14,AIK,"Djurgårdens IF",0,3,28334
"Allsvenskan 2002",2002-08-08,14,"Halmstads BK","IF Elfsborg",0,1,6389
"Allsvenskan 2002",2002-08-08,14,"IFK Göteborg","GIF Sundsvall",0,0,5765
"Allsvenskan 2002",2002-08-08,14,"Landskrona BoIS","Örebro SK",3,1,4520
"Allsvenskan 2002",2002-08-28,14,"Hammarby IF","Helsingborgs IF",3,1,10612
"Allsvenskan 2002",2002-08-10,15,"Örgryte IS","Hammarby IF",1,1,5791
"Allsvenskan 2002",2002-08-11,15,"Djurgårdens IF","Malmö FF",3,4,13130
"Allsvenskan 2002",2002-08-11,15,"IF Elfsborg",AIK,0,1,7257
"Allsvenskan 2002",2002-08-11,15,"Örebro SK","IFK Göteborg",2,0,7438
"Allsvenskan 2002",2002-08-12,15,"GIF Sundsvall","Halmstads BK",3,2,6280
"Allsvenskan 2002",2002-08-12,15,"Helsingborgs IF","Landskrona BoIS",2,3,16069
"Allsvenskan 2002",2002-08-12,15,"IFK Norrköping","Kalmar FF",5,1,8243
"Allsvenskan 2002",2002-08-17,16,"GIF Sundsvall","Landskrona BoIS",1,0,5932
"Allsvenskan 2002",2002-08-17,16,"Hammarby IF","Kalmar FF",3,1,10581
"Allsvenskan 2002",2002-08-17,16,"Örgryte IS","Malmö FF",2,2,9090
"Allsvenskan 2002",2002-08-18,16,"Djurgårdens IF","Halmstads BK",1,3,9453
"Allsvenskan 2002",2002-08-18,16,"Helsingborgs IF","Örebro SK",2,1,6070
"Allsvenskan 2002",2002-08-18,16,"IF Elfsborg","IFK Göteborg",2,1,8527
"Allsvenskan 2002",2002-08-18,16,"IFK Norrköping",AIK,1,1,16047
"Allsvenskan 2002",2002-08-24,17,"Malmö FF","Hammarby IF",1,1,12540
"Allsvenskan 2002",2002-08-25,17,AIK,"Örgryte IS",1,1,14748
"Allsvenskan 2002",2002-08-25,17,"IFK Göteborg","Djurgårdens IF",1,2,9554
"Allsvenskan 2002",2002-08-25,17,"Kalmar FF","Helsingborgs IF",1,1,5902
"Allsvenskan 2002",2002-08-26,17,"Halmstads BK","IFK Norrköping",3,2,5785
"Allsvenskan 2002",2002-08-26,17,"Landskrona BoIS","IF Elfsborg",2,1,6313
"Allsvenskan 2002",2002-08-26,17,"Örebro SK","GIF Sundsvall",2,2,7759
"Allsvenskan 2002",2002-09-01,18,"Djurgårdens IF","Landskrona BoIS",1,0,13123
"Allsvenskan 2002",2002-09-01,18,"Helsingborgs IF","GIF Sundsvall",5,2,6200
"Allsvenskan 2002",2002-09-01,18,"IF Elfsborg","Örebro SK",3,0,5758
"Allsvenskan 2002",2002-09-02,18,"Hammarby IF",AIK,0,2,27888
"Allsvenskan 2002",2002-09-02,18,"IFK Norrköping","IFK Göteborg",1,1,12332
"Allsvenskan 2002",2002-09-02,18,"Kalmar FF","Malmö FF",0,3,6369
"Allsvenskan 2002",2002-09-02,18,"Örgryte IS","Halmstads BK",0,1,5675
"Allsvenskan 2002",2002-09-10,19,"IFK Göteborg","Örgryte IS",2,5,42386
"Allsvenskan 2002",2002-09-11,19,"Halmstads BK","Hammarby IF",1,1,7157
"Allsvenskan 2002",2002-09-11,19,"Malmö FF","Helsingborgs IF",0,2,24061
"Allsvenskan 2002",2002-09-11,19,"Örebro SK","Djurgårdens IF",0,3,11936
"Allsvenskan 2002",2002-09-12,19,AIK,"Kalmar FF",2,1,14008
"Allsvenskan 2002",2002-09-12,19,"GIF Sundsvall","IF Elfsborg",1,0,7389
"Allsvenskan 2002",2002-09-12,19,"Landskrona BoIS","IFK Norrköping",0,1,6211
