leaguename,matchdate,matchday,hometeam,awayteam,homescore,awayscore,attendance
"Allsvenskan 2001",2001-04-07,1,"Hammarby IF","GIF Sundsvall",1,0,10196
"Allsvenskan 2001",2001-04-08,1,"BK Häcken","Halmstads BK",2,1,2826
"Allsvenskan 2001",2001-04-08,1,"IFK Norrköping","IF Elfsborg",0,3,9250
"Allsvenskan 2001",2001-04-09,1,"IFK Göteborg","Helsingborgs IF",2,1,11599
"Allsvenskan 2001",2001-04-09,1,"Malmö FF",AIK,2,0,17100
"Allsvenskan 2001",2001-04-26,1,"Örebro SK","Örgryte IS",1,1,3809
"Allsvenskan 2001",2001-05-10,1,"Djurgårdens IF","Trelleborgs FF",0,0,6705
"Allsvenskan 2001",2001-04-13,2,"Trelleborgs FF","IFK Norrköping",0,1,2403
"Allsvenskan 2001",2001-04-16,2,AIK,"Örebro SK",0,0,15997
"Allsvenskan 2001",2001-04-16,2,"GIF Sundsvall","BK Häcken",1,0,4021
"Allsvenskan 2001",2001-04-16,2,"IF Elfsborg","Malmö FF",0,2,11611
"Allsvenskan 2001",2001-04-17,2,"Helsingborgs IF","Djurgårdens IF",1,0,12869
"Allsvenskan 2001",2001-04-18,2,"Halmstads BK","IFK Göteborg",0,0,5160
"Allsvenskan 2001",2001-04-18,2,"Örgryte IS","Hammarby IF",3,3,3228
"Allsvenskan 2001",2001-04-21,3,"Djurgårdens IF","Malmö FF",0,4,13250
"Allsvenskan 2001",2001-04-21,3,"Halmstads BK","IF Elfsborg",5,0,7618
"Allsvenskan 2001",2001-04-21,3,"Helsingborgs IF","GIF Sundsvall",3,0,7477
"Allsvenskan 2001",2001-04-21,3,"IFK Göteborg","Örebro SK",3,1,7222
"Allsvenskan 2001",2001-04-22,3,"BK Häcken","Hammarby IF",0,0,3024
"Allsvenskan 2001",2001-04-22,3,"IFK Norrköping",AIK,1,3,9584
"Allsvenskan 2001",2001-04-22,3,"Trelleborgs FF","Örgryte IS",1,4,1887
"Allsvenskan 2001",2001-04-29,4,AIK,"Trelleborgs FF",2,1,11075
"Allsvenskan 2001",2001-04-29,4,"Örebro SK","Djurgårdens IF",2,2,7466
"Allsvenskan 2001",2001-04-29,4,"GIF Sundsvall","Halmstads BK",3,1,3702
"Allsvenskan 2001",2001-04-30,4,"Örgryte IS","Helsingborgs IF",1,0,4423
"Allsvenskan 2001",2001-05-01,4,"Hammarby IF","IFK Göteborg",1,1,10667
"Allsvenskan 2001",2001-05-01,4,"Malmö FF","IFK Norrköping",0,0,17377
"Allsvenskan 2001",2001-05-17,4,"IF Elfsborg","BK Häcken",3,1,4523
"Allsvenskan 2001",2001-05-06,5,"BK Häcken","Malmö FF",2,1,3327
"Allsvenskan 2001",2001-05-06,5,"Djurgårdens IF","Örgryte IS",0,0,6211
