leaguename,matchdate,matchday,hometeam,awayteam,homescore,awayscore,attendance
"Allsvenskan 2003",2003-04-05,1,"Landskrona BoIS","IFK Göteborg",2,1,9087
"Allsvenskan 2003",2003-04-06,1,AIK,"Enköpings SK",3,0,19691
"Allsvenskan 2003",2003-04-06,1,"Örgryte IS","Helsingborgs IF",1,4,5385
"Allsvenskan 2003",2003-04-07,1,"Halmstads BK","GIF Sundsvall",2,0,4645
"Allsvenskan 2003",2003-04-07,1,"Hammarby IF","IF Elfsborg",3,0,10752
"Allsvenskan 2003",2003-04-07,1,"Malmö FF","Örebro SK",2,0,16768
"Allsvenskan 2003",2003-04-08,1,"Östers IF","Djurgårdens IF",0,4,13215
"Allsvenskan 2003",2003-04-13,2,"IF Elfsborg","Örgryte IS",3,1,7988
"Allsvenskan 2003",2003-04-13,2,"Helsingborgs IF","Östers IF",0,3,11564
"Allsvenskan 2003",2003-04-13,2,"GIF Sundsvall",AIK,2,1,7262
"Allsvenskan 2003",2003-04-14,2,"Djurgårdens IF","Halmstads BK",2,0,13023
"Allsvenskan 2003",2003-04-14,2,"IFK Göteborg","Malmö FF",3,0,11906
"Allsvenskan 2003",2003-04-14,2,"Örebro SK","Hammarby IF",2,3,10389
"Allsvenskan 2003",2003-04-15,2,"Enköpings SK","Landskrona BoIS",1,1,6070
"Allsvenskan 2003",2003-04-18,3,"Halmstads BK","Örebro SK",2,3,5725
"Allsvenskan 2003",2003-04-18,3,"Helsingborgs IF","GIF Sundsvall",2,1,6345
"Allsvenskan 2003",2003-04-18,3,"Örgryte IS","Enköpings SK",3,0,4047
"Allsvenskan 2003",2003-04-21,3,"Djurgårdens IF","IF Elfsborg",5,0,12537
"Allsvenskan 2003",2003-04-21,3,"Malmö FF","Landskrona BoIS",2,2,23081
"Allsvenskan 2003",2003-04-21,3,"Östers IF","IFK Göteborg",0,0,9344
"Allsvenskan 2003",2003-04-22,3,"Hammarby IF",AIK,1,1,29983
"Allsvenskan 2003",2003-04-26,4,"IF Elfsborg","Helsingborgs IF",0,0,7641
"Allsvenskan 2003",2003-04-26,4,"Enköpings SK","Östers IF",0,2,3432
"Allsvenskan 2003",2003-04-26,4,"Örebro SK","Djurgårdens IF",1,0,11126
"Allsvenskan 2003",2003-04-27,4,AIK,"Örgryte IS",3,0,11304
