leaguename,matchdate,matchday,hometeam,awayteam,homescore,awayscore,attendance
"Allsvenskan 2007",2007-04-06,1,"IF Brommapojkarna","Djurgårdens IF",1,0,15092
"Allsvenskan 2007",2007-04-06,1,"Trelleborgs FF","IFK Göteborg",1,1,5480
"Allsvenskan 2007",2007-04-07,1,"IF Elfsborg","Malmö FF",1,1,12637
"Allsvenskan 2007",2007-04-09,1,AIK,"Kalmar FF",0,1,26334
"Allsvenskan 2007",2007-04-09,1,"Gefle IF","Örebro SK",0,0,4942
"Allsvenskan 2007",2007-04-09,1,"Halmstads BK","Helsingborgs IF",2,1,8684
"Allsvenskan 2007",2007-04-10,1,GAIS,"Hammarby IF",1,1,7747
"Allsvenskan 2007",2007-04-14,2,"Hammarby IF","Trelleborgs FF",3,0,13227
"Allsvenskan 2007",2007-04-15,2,"Kalmar FF","IF Brommapojkarna",2,2,5131
"Allsvenskan 2007",2007-04-16,2,"Djurgårdens IF","Halmstads BK",2,0,10747
"Allsvenskan 2007",2007-04-16,2,"Helsingborgs IF","Gefle IF",3,1,11423
"Allsvenskan 2007",2007-04-16,2,"Malmö FF",GAIS,1,0,17602
"Allsvenskan 2007",2007-04-17,2,"IFK Göteborg",AIK,1,2,18162
"Allsvenskan 2007",2007-04-17,2,"Örebro SK","IF Elfsborg",1,1,11191
"Allsvenskan 2007",2007-04-21,3,"Djurgårdens IF","Helsingborgs IF",3,1,11223
"Allsvenskan 2007",2007-04-22,3,"Halmstads BK","Kalmar FF",2,1,4235
"Allsvenskan 2007",2007-04-22,3,"Trelleborgs FF","Malmö FF",2,1,9045
"Allsvenskan 2007",2007-04-23,3,GAIS,"Örebro SK",1,1,4176
"Allsvenskan 2007",2007-04-23,3,"IF Brommapojkarna","IFK Göteborg",1,2,2621
"Allsvenskan 2007",2007-04-23,3,"IF Elfsborg","Gefle IF",1,1,9422
"Allsvenskan 2007",2007-04-24,3,AIK,"Hammarby IF",1,0,30318
"Allsvenskan 2007",2007-04-28,4,"Malmö FF",AIK,4,0,15876
"Allsvenskan 2007",2007-04-29,4,"Hammarby IF","IF Brommapojkarna",4,0,13114
"Allsvenskan 2007",2007-04-29,4,"Kalmar FF","Djurgårdens IF",1,0,7349
"Allsvenskan 2007",2007-04-30,4,"Örebro SK","Trelleborgs FF",2,0,6605
"Allsvenskan 2007",2007-04-30,4,"Gefle IF",GAIS,1,0,3718
"Allsvenskan 2007",2007-04-30,4,"IFK Göteborg","Halmstads BK",1,1,8320
"Allsvenskan 2007",2007-05-01,4,"Helsingborgs IF","IF Elfsborg",0,1,12509
"Allsvenskan 2007",2007-05-05,5,AIK,"Helsingborgs IF",0,1,17233
"Allsvenskan 2007",2007-05-06,5,"Gefle IF","Kalmar FF",2,1,4087
"Allsvenskan 2007",2007-05-06,5,"Trelleborgs FF","IF Brommapojkarna",3,3,2540
"Allsvenskan 2007",2007-05-07,5,GAIS,"Halmstads BK",2,1,3798
"Allsvenskan 2007",2007-05-07,5,"IF Elfsborg","Djurgårdens IF",2,2,11533
"Allsvenskan 2007",2007-05-07,5,"Örebro SK","IFK Göteborg",0,4,9555
"Allsvenskan 2007",2007-05-08,5,"Malmö FF","Hammarby IF",1,1,15607
"Allsvenskan 2007",2007-05-12,6,"IF Brommapojkarna",AIK,0,2,6501
"Allsvenskan 2007",2007-05-13,6,"Hammarby IF","Örebro SK",1,0,11328
"Allsvenskan 2007",2007-05-13,6,"Kalmar FF","IF Elfsborg",2,1,5073
"Allsvenskan 2007",2007-05-14,6,"Djurgårdens IF",GAIS,0,1,10112
"Allsvenskan 2007",2007-05-14,6,"Halmstads BK","Trelleborgs FF",1,0,4429
"Allsvenskan 2007",2007-05-14,6,"IFK Göteborg","Gefle IF",2,0,7310
"Allsvenskan 2007",2007-05-15,6,"Helsingborgs IF","Malmö FF",0,1,16500
"Allsvenskan 2007",2007-05-17,17,"Trelleborgs FF","IF Elfsborg",1,2,2134
"Allsvenskan 2007",2007-05-20,7,"Gefle IF","Hammarby IF",1,0,6890
"Allsvenskan 2007",2007-05-20,7,"Örebro SK","Malmö FF",1,1,7973
"Allsvenskan 2007",2007-05-21,7,AIK,"Halmstads BK",1,1,14141
"Allsvenskan 2007",2007-05-21,7,GAIS,"Kalmar FF",0,3,3239
"Allsvenskan 2007",2007-05-21,7,"Trelleborgs FF","Djurgårdens IF",0,3,3012
"Allsvenskan 2007",2007-05-22,7,"IF Brommapojkarna","Helsingborgs IF",1,1,2297
"Allsvenskan 2007",2007-05-22,7,"IF Elfsborg","IFK Göteborg",3,1,16599
"Allsvenskan 2007",2007-05-26,8,"Hammarby IF","IF Elfsborg",0,1,12832
"Allsvenskan 2007",2007-05-27,8,"Kalmar FF","Trelleborgs FF",0,1,4343
"Allsvenskan 2007",2007-05-27,8,"Malmö FF","Gefle IF",1,1,11408
"Allsvenskan 2007",2007-05-28,8,"Halmstads BK","IF Brommapojkarna",1,0,4386
"Allsvenskan 2007",2007-05-28,8,"Helsingborgs IF","Örebro SK",4,1,9860
"Allsvenskan 2007",2007-05-28,8,"IFK Göteborg",GAIS,1,0,30406
"Allsvenskan 2007",2007-05-28,8,"Djurgårdens IF",AIK,3,1,32529
"Allsvenskan 2007",2007-06-10,9,AIK,"Örebro SK",1,1,14251
"Allsvenskan 2007",2007-06-11,9,"IF Brommapojkarna","Malmö FF",0,1,3410
"Allsvenskan 2007",2007-06-11,9,"Halmstads BK","Hammarby IF",2,2,8208
"Allsvenskan 2007",2007-06-11,9,"Trelleborgs FF","Gefle IF",3,2,2609
"Allsvenskan 2007",2007-06-12,9,"Djurgårdens IF","IFK Göteborg",2,1,12697
"Allsvenskan 2007",2007-06-12,9,"Kalmar FF","Helsingborgs IF",2,0,6095
"Allsvenskan 2007",2007-06-14,9,GAIS,"IF Elfsborg",2,1,8347
"Allsvenskan 2007",2007-06-14,10,"Malmö FF","Halmstads BK",1,2,14328
"Allsvenskan 2007",2007-06-17,10,"IFK Göteborg","Kalmar FF",3,2,6754
"Allsvenskan 2007",2007-06-17,10,"Örebro SK","IF Brommapojkarna",4,0,6685
"Allsvenskan 2007",2007-06-18,10,"Gefle IF",AIK,0,0,6767
"Allsvenskan 2007",2007-06-18,10,"Helsingborgs IF",GAIS,1,1,10142
"Allsvenskan 2007",2007-06-18,10,"IF Elfsborg","Trelleborgs FF",2,0,11755
