leaguename,matchdate,matchday,hometeam,awayteam,homescore,awayscore,attendance
"Allsvenskan 1942/43",1942-07-26,1,AIK,"IFK Norrköping",1,3,9775
"Allsvenskan 1942/43",1942-07-26,1,"Degerfors IF","IFK Göteborg",1,1,2600
"Allsvenskan 1942/43",1942-07-26,1,"IFK Eskilstuna","Sandvikens IF",1,2,5500
"Allsvenskan 1942/43",1942-07-26,1,"Gårda BK","IF Elfsborg",1,3,4340
"Allsvenskan 1942/43",1942-07-26,1,"Halmstads BK",GAIS,3,2,6470
"Allsvenskan 1942/43",1942-07-26,1,"Helsingborgs IF","Malmö FF",2,2,5336
"Allsvenskan 1942/43",1942-07-31,2,"IFK Göteborg","Halmstads BK",2,2,9583
"Allsvenskan 1942/43",1942-08-02,2,"IF Elfsborg","Degerfors IF",3,2,5258
"Allsvenskan 1942/43",1942-08-02,2,GAIS,"Helsingborgs IF",0,1,5302
"Allsvenskan 1942/43",1942-08-02,2,"Malmö FF","IFK Eskilstuna",4,1,8349
"Allsvenskan 1942/43",1942-08-02,2,"IFK Norrköping","Gårda BK",1,1,3845
"Allsvenskan 1942/43",1942-08-02,2,"Sandvikens IF",AIK,2,1,2918
"Allsvenskan 1942/43",1942-08-07,3,"Gårda BK","IFK Göteborg",0,5,6872
"Allsvenskan 1942/43",1942-08-09,3,AIK,"Halmstads BK",6,1,10375
"Allsvenskan 1942/43",1942-08-09,3,"Degerfors IF","Malmö FF",2,1,2360
"Allsvenskan 1942/43",1942-08-09,3,"IFK Eskilstuna","IFK Norrköping",0,3,6316
"Allsvenskan 1942/43",1942-08-09,3,GAIS,"Sandvikens IF",2,3,4390
"Allsvenskan 1942/43",1942-08-09,3,"Helsingborgs IF","IF Elfsborg",2,1,7264
"Allsvenskan 1942/43",1942-08-14,4,"IFK Göteborg",GAIS,2,2,9389
"Allsvenskan 1942/43",1942-08-16,4,"Degerfors IF",AIK,4,1,4296
"Allsvenskan 1942/43",1942-08-16,4,"Gårda BK","IFK Eskilstuna",2,2,787
"Allsvenskan 1942/43",1942-08-16,4,"Halmstads BK","Malmö FF",0,0,4208
"Allsvenskan 1942/43",1942-08-16,4,"IFK Norrköping","IF Elfsborg",2,0,5686
"Allsvenskan 1942/43",1942-08-16,4,"Sandvikens IF","Helsingborgs IF",4,3,4497
"Allsvenskan 1942/43",1942-08-21,5,GAIS,"Gårda BK",2,0,3935
"Allsvenskan 1942/43",1942-08-30,5,"IF Elfsborg",AIK,5,2,5687
"Allsvenskan 1942/43",1942-08-30,5,"IFK Eskilstuna","Degerfors IF",0,3,6375
"Allsvenskan 1942/43",1942-08-30,5,"IFK Göteborg","Sandvikens IF",5,3,10216
"Allsvenskan 1942/43",1942-08-30,5,"Helsingborgs IF","Halmstads BK",4,1,4984
"Allsvenskan 1942/43",1942-08-30,5,"Malmö FF","IFK Norrköping",0,4,6488
"Allsvenskan 1942/43",1942-09-06,6,AIK,"Malmö FF",1,2,7103
"Allsvenskan 1942/43",1942-09-06,6,"IF Elfsborg",GAIS,4,0,4258
"Allsvenskan 1942/43",1942-09-06,6,"IFK Eskilstuna","IFK Göteborg",0,3,5236
"Allsvenskan 1942/43",1942-09-06,6,"Gårda BK","Helsingborgs IF",1,2,4456
"Allsvenskan 1942/43",1942-09-06,6,"Halmstads BK","Degerfors IF",3,0,4864
"Allsvenskan 1942/43",1942-09-06,6,"IFK Norrköping","Sandvikens IF",3,3,7589
"Allsvenskan 1942/43",1942-09-13,7,"Degerfors IF","Gårda BK",2,1,2700
"Allsvenskan 1942/43",1942-09-13,7,"IFK Eskilstuna","Helsingborgs IF",5,1,5834
"Allsvenskan 1942/43",1942-09-13,7,GAIS,"IFK Norrköping",1,3,16648
"Allsvenskan 1942/43",1942-09-13,7,"IFK Göteborg",AIK,1,1,16648
"Allsvenskan 1942/43",1942-09-13,7,"Malmö FF","IF Elfsborg",2,1,9702
"Allsvenskan 1942/43",1942-09-13,7,"Sandvikens IF","Halmstads BK",1,3,3380
"Allsvenskan 1942/43",1942-09-20,8,"Degerfors IF",GAIS,5,4,1922
"Allsvenskan 1942/43",1942-09-20,8,"Halmstads BK","Sandvikens IF",6,0,6090
"Allsvenskan 1942/43",1942-09-20,8,"IFK Norrköping","Helsingborgs IF",0,0,5417
"Allsvenskan 1942/43",1942-09-27,8,AIK,"IFK Eskilstuna",5,2,7941
"Allsvenskan 1942/43",1942-10-18,8,"Malmö FF","IFK Göteborg",0,0,6795
"Allsvenskan 1942/43",1942-09-27,9,"IF Elfsborg","Halmstads BK",3,1,6116
"Allsvenskan 1942/43",1942-09-27,9,"Gårda BK","Malmö FF",2,1,2779
"Allsvenskan 1942/43",1942-09-27,9,"Helsingborgs IF","IFK Göteborg",3,2,7800
"Allsvenskan 1942/43",1942-09-27,9,"Sandvikens IF","Degerfors IF",1,1,2750
"Allsvenskan 1942/43",1942-10-04,9,GAIS,"IFK Eskilstuna",6,1,4050
"Allsvenskan 1942/43",1942-11-01,9,"IFK Norrköping",AIK,2,4,10658
"Allsvenskan 1942/43",1942-10-11,10,AIK,GAIS,5,3,7969
"Allsvenskan 1942/43",1942-10-11,10,"IFK Eskilstuna","IF Elfsborg",2,4,6700
"Allsvenskan 1942/43",1942-10-11,10,"IFK Göteborg","IFK Norrköping",1,6,12517
"Allsvenskan 1942/43",1942-10-11,10,"Halmstads BK","Gårda BK",1,1,3978
"Allsvenskan 1942/43",1942-10-11,10,"Helsingborgs IF","Degerfors IF",2,2,6514
"Allsvenskan 1942/43",1942-10-11,10,"Malmö FF","Sandvikens IF",0,1,7138
"Allsvenskan 1942/43",1942-10-18,11,"Gårda BK",AIK,0,4,4851
"Allsvenskan 1942/43",1942-10-18,11,"Helsingborgs IF","IFK Eskilstuna",2,2,5152
"Allsvenskan 1942/43",1942-10-18,11,"IFK Norrköping","Halmstads BK",1,1,6960
"Allsvenskan 1942/43",1942-11-01,11,"IFK Göteborg","Degerfors IF",1,1,8810
"Allsvenskan 1942/43",1942-11-01,11,"Malmö FF",GAIS,3,0,6879
"Allsvenskan 1942/43",1942-11-01,11,"Sandvikens IF","IF Elfsborg",1,2,1503
"Allsvenskan 1942/43",1942-10-25,12,AIK,"Helsingborgs IF",1,0,9359
"Allsvenskan 1942/43",1942-10-25,12,"Degerfors IF","IFK Norrköping",2,2,5151
"Allsvenskan 1942/43",1942-10-25,12,"IF Elfsborg","IFK Göteborg",4,1,4577
"Allsvenskan 1942/43",1942-10-25,12,GAIS,"Malmö FF",0,2,4799
"Allsvenskan 1942/43",1942-10-25,12,"Halmstads BK","IFK Eskilstuna",4,3,4001
"Allsvenskan 1942/43",1942-10-25,12,"Sandvikens IF","Gårda BK",3,1,1785
"Allsvenskan 1942/43",1943-05-19,8,"IF Elfsborg","Gårda BK",5,1,3678
"Allsvenskan 1942/43",1943-04-11,13,"IF Elfsborg","Sandvikens IF",1,0,4650
"Allsvenskan 1942/43",1943-04-11,13,GAIS,AIK,0,1,9447
"Allsvenskan 1942/43",1943-04-11,13,"Halmstads BK","IFK Göteborg",5,2,4880
"Allsvenskan 1942/43",1943-04-11,13,"Helsingborgs IF","Gårda BK",3,1,3961
"Allsvenskan 1942/43",1943-04-11,13,"Malmö FF","Degerfors IF",1,1,7640
"Allsvenskan 1942/43",1943-04-11,13,"IFK Norrköping","IFK Eskilstuna",6,1,5425
"Allsvenskan 1942/43",1943-04-18,14,AIK,"IFK Göteborg",2,2,15386
"Allsvenskan 1942/43",1943-04-18,14,"Degerfors IF","Helsingborgs IF",0,0,3288
"Allsvenskan 1942/43",1943-04-18,14,"IF Elfsborg","IFK Eskilstuna",3,1,4129
"Allsvenskan 1942/43",1943-04-18,14,"Gårda BK","Halmstads BK",0,0,4855
"Allsvenskan 1942/43",1943-04-18,14,"IFK Norrköping",GAIS,1,1,5978
"Allsvenskan 1942/43",1943-04-18,14,"Sandvikens IF","Malmö FF",0,1,2175
"Allsvenskan 1942/43",1943-04-26,15,AIK,"Gårda BK",7,1,9483
"Allsvenskan 1942/43",1943-04-26,15,"Degerfors IF","Sandvikens IF",4,0,2044
"Allsvenskan 1942/43",1943-04-26,15,"IFK Eskilstuna",GAIS,1,4,6003
"Allsvenskan 1942/43",1943-04-26,15,"IFK Göteborg","Malmö FF",1,1,11147
"Allsvenskan 1942/43",1943-04-26,15,"Halmstads BK","IF Elfsborg",0,0,6659
"Allsvenskan 1942/43",1943-04-26,15,"Helsingborgs IF","IFK Norrköping",1,1,7160
"Allsvenskan 1942/43",1943-05-01,16,GAIS,"Degerfors IF",0,0,9761
"Allsvenskan 1942/43",1943-05-02,16,"IF Elfsborg","Helsingborgs IF",1,2,6738
"Allsvenskan 1942/43",1943-05-02,16,"IFK Eskilstuna","Halmstads BK",2,3,4901
"Allsvenskan 1942/43",1943-05-02,16,"Gårda BK","IFK Norrköping",0,2,5330
"Allsvenskan 1942/43",1943-05-02,16,"Malmö FF",AIK,2,0,14045
"Allsvenskan 1942/43",1943-05-02,16,"Sandvikens IF","IFK Göteborg",1,3,2475
"Allsvenskan 1942/43",1943-05-07,17,"IFK Göteborg","Gårda BK",1,1,5091
"Allsvenskan 1942/43",1943-05-09,17,"Degerfors IF","IFK Eskilstuna",5,0,1635
"Allsvenskan 1942/43",1943-05-09,17,GAIS,"IF Elfsborg",4,3,8523
"Allsvenskan 1942/43",1943-05-09,17,"Halmstads BK",AIK,0,0,7667
"Allsvenskan 1942/43",1943-05-09,17,"Helsingborgs IF","Sandvikens IF",1,2,6535
"Allsvenskan 1942/43",1943-05-09,17,"IFK Norrköping","Malmö FF",2,0,7437
"Allsvenskan 1942/43",1943-05-14,18,"Gårda BK",GAIS,1,3,7090
"Allsvenskan 1942/43",1943-05-16,18,AIK,"IF Elfsborg",2,3,16292
"Allsvenskan 1942/43",1943-05-16,18,"Degerfors IF","Halmstads BK",5,0,3403
"Allsvenskan 1942/43",1943-05-16,18,"IFK Göteborg","IFK Eskilstuna",5,1,7039
"Allsvenskan 1942/43",1943-05-16,18,"Malmö FF","Helsingborgs IF",0,4,11383
"Allsvenskan 1942/43",1943-05-16,18,"Sandvikens IF","IFK Norrköping",0,4,3398
"Allsvenskan 1942/43",1943-05-21,19,GAIS,"IFK Göteborg",0,1,11855
"Allsvenskan 1942/43",1943-05-23,19,AIK,"Sandvikens IF",2,1,7565
"Allsvenskan 1942/43",1943-05-23,19,"IF Elfsborg","IFK Norrköping",1,2,9308
"Allsvenskan 1942/43",1943-05-23,19,"IFK Eskilstuna","Malmö FF",2,6,4200
"Allsvenskan 1942/43",1943-05-23,19,"Gårda BK","Degerfors IF",0,7,2403
"Allsvenskan 1942/43",1943-05-23,19,"Halmstads BK","Helsingborgs IF",0,4,4636
"Allsvenskan 1942/43",1943-05-28,20,"IFK Göteborg","IF Elfsborg",2,2,10054
"Allsvenskan 1942/43",1943-05-30,20,GAIS,"Halmstads BK",1,2,6677
"Allsvenskan 1942/43",1943-05-30,20,"Helsingborgs IF",AIK,2,0,9130
"Allsvenskan 1942/43",1943-05-30,20,"Malmö FF","Gårda BK",3,0,5822
"Allsvenskan 1942/43",1943-05-30,20,"IFK Norrköping","Degerfors IF",2,1,16068
"Allsvenskan 1942/43",1943-05-30,20,"Sandvikens IF","IFK Eskilstuna",2,0,1394
"Allsvenskan 1942/43",1943-06-03,21,"Degerfors IF","IF Elfsborg",1,3,5676
"Allsvenskan 1942/43",1943-06-03,21,"IFK Eskilstuna",AIK,1,1,5500
"Allsvenskan 1942/43",1943-06-03,21,"Gårda BK","Sandvikens IF",1,0,1143
"Allsvenskan 1942/43",1943-06-03,21,"Helsingborgs IF",GAIS,4,1,4887
"Allsvenskan 1942/43",1943-06-03,21,"Malmö FF","Halmstads BK ",12,0,5804
"Allsvenskan 1942/43",1943-06-03,21,"IFK Norrköping","IFK Göteborg",1,4,3814
"Allsvenskan 1942/43",1943-06-06,22,AIK,"Degerfors IF",1,0,9390
"Allsvenskan 1942/43",1943-06-06,22,"IF Elfsborg","Malmö FF",6,1,4172
"Allsvenskan 1942/43",1943-06-06,22,"IFK Eskilstuna","Gårda BK",3,1,2930
"Allsvenskan 1942/43",1943-06-06,22,"IFK Göteborg","Helsingborgs IF",1,3,7471
"Allsvenskan 1942/43",1943-06-06,22,"Halmstads BK","IFK Norrköping",2,1,5341
"Allsvenskan 1942/43",1943-06-06,22,"Sandvikens IF",GAIS,1,2,1013
