leaguename,matchdate,matchday,hometeam,awayteam,homescore,awayscore,attendance
"Allsvenskan 1941/42",1941-07-20,1,"Degerfors IF",GAIS,1,1,2200
"Allsvenskan 1941/42",1941-07-20,1,"Gårda BK","IFK Göteborg",1,6,5946
"Allsvenskan 1941/42",1941-07-20,1,"Landskrona BoIS","Helsingborgs IF",1,3,4773
"Allsvenskan 1941/42",1941-07-20,1,"Malmö FF","IF Elfsborg",4,1,6654
"Allsvenskan 1941/42",1941-07-20,1,"Reymersholms IK","IFK Norrköping",1,5,9439
"Allsvenskan 1941/42",1941-07-20,1,"Sandvikens IF",AIK,3,1,2642
"Allsvenskan 1941/42",1941-08-03,2,AIK,"Landskrona BoIS",1,2,7796
"Allsvenskan 1941/42",1941-08-03,2,"Degerfors IF","Sandvikens IF",8,0,1500
"Allsvenskan 1941/42",1941-08-03,2,"IF Elfsborg","Reymersholms IK",6,1,3744
"Allsvenskan 1941/42",1941-08-03,2,GAIS,"Malmö FF",1,1,4012
"Allsvenskan 1941/42",1941-08-03,2,"Helsingborgs IF","Gårda BK",6,0,5217
"Allsvenskan 1941/42",1941-08-03,2,"IFK Norrköping","IFK Göteborg",4,1,4638
"Allsvenskan 1941/42",1941-08-08,3,"Gårda BK","IF Elfsborg",1,1,4926
"Allsvenskan 1941/42",1941-08-10,3,"IFK Göteborg",AIK,3,2,9189
"Allsvenskan 1941/42",1941-08-10,3,"Landskrona BoIS","Degerfors IF",3,4,4043
"Allsvenskan 1941/42",1941-08-10,3,"IFK Norrköping","Malmö FF",2,2,4684
"Allsvenskan 1941/42",1941-08-10,3,"Reymersholms IK",GAIS,1,2,5411
"Allsvenskan 1941/42",1941-08-10,3,"Sandvikens IF","Helsingborgs IF",1,4,3089
"Allsvenskan 1941/42",1941-08-22,4,GAIS,"Gårda BK",4,1,2373
"Allsvenskan 1941/42",1941-08-24,4,AIK,"Reymersholms IK",4,1,11125
"Allsvenskan 1941/42",1941-08-24,4,"IFK Göteborg","Degerfors IF",3,2,12671
"Allsvenskan 1941/42",1941-08-24,4,"Helsingborgs IF","IF Elfsborg",4,1,9131
"Allsvenskan 1941/42",1941-08-24,4,"Malmö FF","Landskrona BoIS",1,1,8841
"Allsvenskan 1941/42",1941-08-24,4,"Sandvikens IF","IFK Norrköping",0,1,2180
"Allsvenskan 1941/42",1941-08-15,5,"IFK Göteborg",GAIS,3,0,9260
"Allsvenskan 1941/42",1941-08-31,5,"Degerfors IF","Malmö FF",1,3,3100
"Allsvenskan 1941/42",1941-08-31,5,"IF Elfsborg",AIK,1,0,5589
"Allsvenskan 1941/42",1941-08-31,5,"Gårda BK","Helsingborgs IF",0,0,5908
"Allsvenskan 1941/42",1941-08-31,5,"Landskrona BoIS","IFK Norrköping",1,2,2958
"Allsvenskan 1941/42",1941-08-31,5,"Reymersholms IK","Sandvikens IF",3,1,5872
"Allsvenskan 1941/42",1941-09-07,6,AIK,"Gårda BK",4,2,6603
"Allsvenskan 1941/42",1941-09-07,6,"IF Elfsborg","IFK Göteborg",1,1,6975
"Allsvenskan 1941/42",1941-09-07,6,GAIS,"Landskrona BoIS",6,3,4139
"Allsvenskan 1941/42",1941-09-07,6,"Helsingborgs IF","Reymersholms IK",2,0,6177
"Allsvenskan 1941/42",1941-09-07,6,"Malmö FF","Degerfors IF",1,1,9979
"Allsvenskan 1941/42",1941-09-07,6,"IFK Norrköping","Sandvikens IF",2,2,4244
"Allsvenskan 1941/42",1941-09-21,7,"Degerfors IF",AIK,2,2,4800
"Allsvenskan 1941/42",1941-09-21,7,"Gårda BK","IFK Norrköping",1,4,2560
"Allsvenskan 1941/42",1941-09-21,7,"IFK Göteborg","Landskrona BoIS",4,0,6681
"Allsvenskan 1941/42",1941-09-21,7,"Helsingborgs IF","Malmö FF",2,2,7312
"Allsvenskan 1941/42",1941-09-21,7,"Reymersholms IK","IF Elfsborg",0,2,8601
"Allsvenskan 1941/42",1941-09-21,7,"Sandvikens IF",GAIS,2,3,2373
"Allsvenskan 1941/42",1941-09-28,8,AIK,"IFK Göteborg",2,3,11186
"Allsvenskan 1941/42",1941-09-28,8,GAIS,"IF Elfsborg",1,1,7528
"Allsvenskan 1941/42",1941-09-28,8,"Gårda BK","Degerfors IF",1,0,2542
"Allsvenskan 1941/42",1941-09-28,8,"Landskrona BoIS","Sandvikens IF",1,0,1977
"Allsvenskan 1941/42",1941-09-28,8,"Malmö FF","Reymersholms IK",2,2,8385
"Allsvenskan 1941/42",1941-09-28,8,"IFK Norrköping","Helsingborgs IF",3,0,12218
"Allsvenskan 1941/42",1941-10-12,9,"IF Elfsborg","Helsingborgs IF",2,3,7669
"Allsvenskan 1941/42",1941-10-12,9,GAIS,"IFK Norrköping",5,2,12279
"Allsvenskan 1941/42",1941-10-12,9,"IFK Göteborg","Sandvikens IF",2,0,12279
"Allsvenskan 1941/42",1941-10-12,9,"Landskrona BoIS","Gårda BK",1,4,1961
"Allsvenskan 1941/42",1941-10-12,9,"Malmö FF",AIK,0,3,10345
"Allsvenskan 1941/42",1941-10-12,9,"Reymersholms IK","Degerfors IF",3,2,5474
"Allsvenskan 1941/42",1941-10-19,10,"Gårda BK","Reymersholms IK",2,2,2854
"Allsvenskan 1941/42",1941-10-19,10,"Helsingborgs IF","IFK Göteborg",2,1,4763
"Allsvenskan 1941/42",1941-10-19,10,"Sandvikens IF","Malmö FF",2,3,1132
"Allsvenskan 1941/42",1941-11-09,10,AIK,GAIS,2,2,1589
"Allsvenskan 1941/42",1941-11-09,10,"Degerfors IF","IF Elfsborg",3,1,1100
"Allsvenskan 1941/42",1941-11-09,10,"IFK Norrköping","Landskrona BoIS",5,1,1854
"Allsvenskan 1941/42",1941-10-26,11,"IF Elfsborg","Malmö FF",4,0,3367
"Allsvenskan 1941/42",1941-10-26,11,GAIS,"Degerfors IF",1,1,5571
"Allsvenskan 1941/42",1941-10-26,11,"IFK Norrköping","Gårda BK",3,2,3605
"Allsvenskan 1941/42",1941-10-26,11,"Sandvikens IF","Landskrona BoIS",1,0,1151
"Allsvenskan 1941/42",1941-10-05,12,"Degerfors IF","Gårda BK",4,2,2508
"Allsvenskan 1941/42",1941-11-02,12,"IFK Göteborg","Helsingborgs IF",2,1,12030
"Allsvenskan 1941/42",1941-11-02,12,"Landskrona BoIS","Reymersholms IK",3,1,1374
"Allsvenskan 1941/42",1941-11-02,12,"Malmö FF","Sandvikens IF",2,3,3780
"Allsvenskan 1941/42",1942-05-25,11,"Helsingborgs IF",AIK,1,1,6638
"Allsvenskan 1941/42",1942-05-25,11,"Reymersholms IK","IFK Göteborg",2,2,6539
"Allsvenskan 1941/42",1942-05-07,12,AIK,"IFK Norrköping",1,0,7167
"Allsvenskan 1941/42",1942-04-12,13,"Gårda BK","Malmö FF",2,0,2964
"Allsvenskan 1941/42",1942-04-19,13,"IFK Göteborg","IF Elfsborg",2,1,10844
"Allsvenskan 1941/42",1942-04-19,13,"Landskrona BoIS",GAIS,0,3,2180
"Allsvenskan 1941/42",1942-04-19,13,"IFK Norrköping",AIK,4,1,7592
"Allsvenskan 1941/42",1942-04-19,13,"Reymersholms IK","Helsingborgs IF",0,3,10573
"Allsvenskan 1941/42",1942-04-19,13,"Sandvikens IF","Degerfors IF",3,1,2379
"Allsvenskan 1941/42",1942-04-26,14,"Degerfors IF","Helsingborgs IF",2,1,3832
"Allsvenskan 1941/42",1942-04-26,14,"IF Elfsborg","IFK Norrköping",2,1,6091
"Allsvenskan 1941/42",1942-04-26,14,"Gårda BK",AIK,2,1,5854
"Allsvenskan 1941/42",1942-04-26,14,"Malmö FF",GAIS,1,0,5600
"Allsvenskan 1941/42",1942-04-26,14,"Reymersholms IK","Landskrona BoIS",2,0,3999
"Allsvenskan 1941/42",1942-04-26,14,"Sandvikens IF","IFK Göteborg",1,4,2507
